07/16/2024	11:01:52	(analyzed:  7/19/2024)
MJD	timer	SDR:fb_Al_ErYb	SDR:fb_Yb_ErYb	SDR:frep_ErYb	fo_ErYb	fb_Si_ErYb	fb_Yb_ErYb
60507.92881500	18936888.00000000	22737008.00017300	28855436.79999100	113927.22890100	104999999.99990000	100000000.00030001	28855436.79998000
60507.92882800	18937943.00000000	22737008.00401500	28855436.80001400	113927.22938900	105000000.00150000	100000000.00040001	28855436.80017000
60507.92884000	18938999.00000000	22737007.99210600	28855436.79982200	113927.22975500	105000000.00080000	100000000.00139999	28855436.79961000
60507.92885200	18940055.00000000	22737008.00567600	28855436.80005700	113927.22941800	104999999.99940000	99999999.99879999	28855436.80000000
60507.92886400	18941110.00000000	22737007.99421800	28855436.80014700	113927.22937800	105000000.00130001	100000000.00060000	28855436.79990000
60507.92887600	18942163.00000000	22737008.01016300	28855436.79981500	113927.22951900	105000000.00090000	100000000.00080000	28855436.80037000
60507.92888900	18943219.00000000	22737007.98590100	28855436.80048500	113927.22970500	104999999.99930000	100000000.00010000	28855436.79997000
60507.92890100	18944274.00000000	22737008.01344700	28855436.79954600	113927.22945100	105000000.00040001	100000000.00030001	28855436.79998000
60507.92891300	18945330.00000000	22737007.99226300	28855436.79996100	113927.22938800	105000000.00180000	99999999.99789999	28855436.80018000
60507.92892500	18946386.00000000	22737008.00734200	28855436.80012700	113927.22933400	105000000.00090000	100000000.00049999	28855436.79995000
60507.92893800	18947442.00000000	22737007.99753800	28855436.80004400	113927.22976200	105000000.00070000	100000000.00060000	28855436.80023000
60507.92895000	18948498.00000000	22737008.00112100	28855436.80022700	113927.22941000	105000000.00040001	99999999.99950001	28855436.79990000
60507.92896200	18949554.00000000	22737007.98489000	28855436.80000000	113927.22951400	105000000.00020000	100000000.00010000	28855436.79978000
60507.92897400	18950610.00000000	22737008.01061900	28855436.79990900	113927.22967000	104999999.99969999	99999999.99860001	28855436.79998000
60507.92898600	18951665.00000000	22737008.00229600	28855436.80000100	113927.22934500	104999999.99980000	100000000.00030001	28855436.80002000
60507.92899900	18952721.00000000	22737007.99939700	28855436.79995000	113927.22958200	105000000.00150000	100000000.00130001	28855436.80007000
60507.92901100	18953776.00000000	22737008.00864900	28855436.80007900	113927.22973600	105000000.00100000	99999999.99950001	28855436.79999000
60507.92902300	18954831.00000000	22737008.00105700	28855436.80007100	113927.22942600	105000000.00070000	100000000.00030001	28855436.79993000
60507.92903500	18955889.00000000	22737007.99764100	28855436.80020400	113927.22937900	105000000.00049999	99999999.99930000	28855436.80013000
60507.92904800	18956945.00000000	22737007.99957600	28855436.80002200	113927.22942800	105000000.00049999	100000000.00040001	28855436.80020000
60507.92906000	18958001.00000000	22737008.00041400	28855436.80002900	113927.22989800	104999999.99950001	100000000.00030001	28855436.80014000
60507.92907200	18959055.00000000	22737008.00215800	28855436.79997500	113927.22944800	105000000.00110000	99999999.99800000	28855436.79971000
60507.92908400	18960112.00000000	22737007.98959500	28855436.80028500	113927.22936300	104999999.99900000	100000000.00040001	28855436.80010000
60507.92909600	18961168.00000000	22737008.00700900	28855436.79963500	113927.22966900	105000000.00160000	99999999.99950001	28855436.79988000
60507.92910900	18962222.00000000	22737008.01003200	28855436.79987000	113927.22951500	104999999.99990000	99999999.99980000	28855436.80005000
60507.92912100	18963277.00000000	22737007.98866800	28855436.79984300	113927.22956500	105000000.00049999	100000000.00139999	28855436.79992000
60507.92913300	18964333.00000000	22737008.00584100	28855436.80002400	113927.22942700	105000000.00010000	99999999.99890000	28855436.80016000
60507.92914500	18965389.00000000	22737007.99992300	28855436.80008700	113927.22945100	105000000.00010000	100000000.00000000	28855436.79995000
60507.92915800	18966448.00000000	22737007.99285900	28855436.80004800	113927.22975400	104999999.99980000	99999999.99990000	28855436.80014000
60507.92917000	18967503.00000000	22737008.01410900	28855436.79998500	113927.22949700	105000000.00040001	99999999.99959999	28855436.79980000
60507.92918200	18968561.00000000	22737007.99539700	28855436.79991700	113927.22947000	105000000.00030001	100000000.00060000	28855436.80018000
60507.92919400	18969618.00000000	22737007.99571900	28855436.80002200	113927.22953600	105000000.00180000	99999999.99860001	28855436.80016000
60507.92920600	18970673.00000000	22737008.00273900	28855436.80001000	113927.22934100	104999999.99940000	100000000.00020000	28855436.80007000
60507.92921900	18971728.00000000	22737007.99423300	28855436.80003600	113927.22949300	105000000.00130001	100000000.00080000	28855436.80003000
60507.92923100	18972784.00000000	22737008.00693500	28855436.80002000	113927.22953700	105000000.00070000	99999999.99990000	28855436.80006000
60507.92924300	18973841.00000000	22737008.01169000	28855436.79982900	113927.22947100	104999999.99940000	100000000.00090000	28855436.80010000
60507.92925500	18974897.00000000	22737008.00563800	28855436.79997800	113927.22944600	105000000.00150000	99999999.99850000	28855436.80007000
60507.92926800	18975951.00000000	22737007.99154800	28855436.80013700	113927.22998900	104999999.99950001	99999999.99990000	28855436.80004000
60507.92928000	18977007.00000000	22737007.99773900	28855436.80022700	113927.22925800	104999999.99990000	100000000.00030001	28855436.79970000
60507.92929200	18978063.00000000	22737008.00580900	28855436.79972700	113927.22955700	105000000.00010000	99999999.99930000	28855436.79987000
60507.92930400	18979117.00000000	22737007.99513400	28855436.80032600	113927.22960100	104999999.99969999	100000000.00080000	28855436.79977000
60507.92931600	18980172.00000000	22737008.00611200	28855436.79970900	113927.22960300	105000000.00130001	99999999.99969999	28855436.80024000
60507.92932900	18981227.00000000	22737007.99221700	28855436.79988100	113927.22943500	104999999.99969999	99999999.99990000	28855436.80004000
60507.92934100	18982282.00000000	22737008.00698700	28855436.80003800	113927.22936300	105000000.00020000	99999999.99990000	28855436.80001000
60507.92935300	18983335.00000000	22737007.99638900	28855436.80008500	113927.22947600	105000000.00139999	99999999.99930000	28855436.79991000
60507.92936500	18984391.00000000	22737007.99039700	28855436.79993500	113927.22987000	105000000.00080000	100000000.00060000	28855436.80007000
60507.92937700	18985445.00000000	22737008.01524900	28855436.80011600	113927.22966200	105000000.00080000	99999999.99980000	28855436.79959000
60507.92939000	18986501.00000000	22737007.99642200	28855436.79983600	113927.22925200	104999999.99910000	99999999.99940000	28855436.79984000
60507.92940200	18987558.00000000	22737007.99807200	28855436.80000800	113927.22964300	105000000.00000000	100000000.00080000	28855436.80036000
60507.92941400	18988614.00000000	22737007.99055800	28855436.80016400	113927.22973100	105000000.00020000	99999999.99850000	28855436.80019000
60507.92942600	18989671.00000000	22737008.01408600	28855436.79995300	113927.22925100	105000000.00030001	100000000.00070000	28855436.79981000
60507.92943900	18990727.00000000	22737007.98737500	28855436.79990800	113927.22960800	105000000.00000000	100000000.00100000	28855436.79981000
60507.92945100	18991781.00000000	22737008.00289900	28855436.80005100	113927.22974100	105000000.00160000	100000000.00010000	28855436.79995000
60507.92946300	18992836.00000000	22737007.99010300	28855436.80006900	113927.22941400	104999999.99980000	100000000.00070000	28855436.79989000
60507.92947500	18993892.00000000	22737008.00430000	28855436.79988700	113927.22982600	105000000.00000000	99999999.99850000	28855436.79998000
60507.92948700	18994946.00000000	22737007.99383600	28855436.79993800	113927.22944200	105000000.00040001	100000000.00090000	28855436.80014000
60507.92950000	18996002.00000000	22737007.99142800	28855436.80061100	113927.22949300	105000000.00020000	100000000.00120001	28855436.80005000
60507.92951200	18997058.00000000	22737008.01413600	28855436.79962300	113927.22966900	105000000.00010000	99999999.99969999	28855436.79997000
60507.92952400	18998112.00000000	22737007.98972500	28855436.79997300	113927.22942500	105000000.00130001	100000000.00020000	28855436.79992000
60507.92953600	18999167.00000000	22737007.99569000	28855436.79993000	113927.22944400	104999999.99940000	99999999.99869999	28855436.79998000
60507.92954800	19000222.00000000	22737008.00619400	28855436.79990100	113927.22980800	105000000.00130001	100000000.00000000	28855436.80014000
60507.92956100	19001280.00000000	22737008.00083300	28855436.80004800	113927.22920200	105000000.00110000	100000000.00030001	28855436.79987000
60507.92957300	19002337.00000000	22737008.00652200	28855436.79997800	113927.22944100	105000000.00120001	99999999.99969999	28855436.79979000
60507.92958500	19003393.00000000	22737007.99641400	28855436.79996600	113927.22948300	104999999.99950001	100000000.00049999	28855436.80010000
60507.92959700	19004451.00000000	22737008.00049900	28855436.80003600	113927.22969700	105000000.00180000	99999999.99850000	28855436.80003000
60507.92961000	19005506.00000000	22737008.00328200	28855436.80000300	113927.22956300	105000000.00060000	99999999.99910000	28855436.79985000
60507.92962200	19006560.00000000	22737008.00223500	28855436.79997200	113927.22942400	105000000.00080000	100000000.00070000	28855436.79992000
60507.92963400	19007617.00000000	22737007.99620900	28855436.79998400	113927.22965900	105000000.00060000	99999999.99920000	28855436.79989000
60507.92964600	19008673.00000000	22737007.99712300	28855436.79998200	113927.22960800	105000000.00090000	100000000.00010000	28855436.80004000
60507.92965800	19009727.00000000	22737007.99521700	28855436.80006600	113927.22966100	105000000.00060000	99999999.99959999	28855436.79978000
60507.92967100	19010783.00000000	22737008.00426400	28855436.79991700	113927.22920700	105000000.00100000	100000000.00020000	28855436.80011000
60507.92968300	19011838.00000000	22737007.99527900	28855436.80015700	113927.22974500	104999999.99920000	100000000.00110000	28855436.80006000
60507.92969500	19012893.00000000	22737007.98824500	28855436.80043900	113927.22927600	105000000.00010000	99999999.99890000	28855436.79988000
60507.92970700	19013948.00000000	22737008.00894100	28855436.79976900	113927.22934400	105000000.00180000	100000000.00049999	28855436.80010000
60507.92972000	19015003.00000000	22737008.00091300	28855436.80016300	113927.22982300	104999999.99940000	99999999.99930000	28855436.79987000
60507.92973200	19016059.00000000	22737007.99472100	28855436.79967900	113927.22941400	105000000.00040001	100000000.00030001	28855436.79996000
60507.92974400	19017116.00000000	22737007.99400800	28855436.79987800	113927.22959300	105000000.00150000	100000000.00049999	28855436.79990000
60507.92975600	19018171.00000000	22737008.00750900	28855436.80002800	113927.22937500	105000000.00000000	99999999.99860001	28855436.80014000
60507.92976800	19019225.00000000	22737007.99709300	28855436.80023800	113927.22932200	105000000.00130001	100000000.00060000	28855436.80013000
60507.92978100	19020281.00000000	22737008.00331600	28855436.79985000	113927.22959300	105000000.00070000	100000000.00040001	28855436.79986000
60507.92979300	19021336.00000000	22737008.00134700	28855436.79983500	113927.22962700	105000000.00049999	100000000.00020000	28855436.80000000
60507.92980500	19022390.00000000	22737007.98803000	28855436.80005700	113927.22981800	105000000.00000000	100000000.00070000	28855436.79985000
60507.92981700	19023446.00000000	22737008.00988500	28855436.80010000	113927.22928000	105000000.00100000	99999999.99860001	28855436.80023000
60507.92982900	19024500.00000000	22737008.00095100	28855436.79998200	113927.22949700	104999999.99910000	100000000.00020000	28855436.80005000
60507.92984200	19025554.00000000	22737007.99546200	28855436.79995200	113927.22943700	105000000.00000000	100000000.00070000	28855436.79991000
60507.92985400	19026611.00000000	22737008.00800200	28855436.80002700	113927.22954800	104999999.99980000	99999999.99920000	28855436.80005000
60507.92986600	19027665.00000000	22737007.99837700	28855436.79990400	113927.22931300	105000000.00020000	100000000.00010000	28855436.80016000
60507.92987800	19028721.00000000	22737008.00006700	28855436.79998200	113927.22954800	105000000.00139999	99999999.99850000	28855436.79988000
60507.92989100	19029777.00000000	22737007.99508100	28855436.80006500	113927.22942500	105000000.00020000	99999999.99940000	28855436.80002000
60507.92990300	19030832.00000000	22737008.01033100	28855436.79978000	113927.22967900	104999999.99990000	100000000.00020000	28855436.79993000
60507.92991500	19031888.00000000	22737007.99629500	28855436.80051500	113927.22928900	105000000.00030001	99999999.99850000	28855436.80024000
60507.92992700	19032945.00000000	22737008.00187100	28855436.79968700	113927.22972900	105000000.00060000	100000000.00160000	28855436.80001000
60507.92993900	19033999.00000000	22737007.99836600	28855436.79982600	113927.22961100	105000000.00180000	100000000.00010000	28855436.80008000
60507.92995200	19035055.00000000	22737008.00938700	28855436.79999000	113927.22934200	104999999.99969999	99999999.99940000	28855436.79978000
60507.92996400	19036110.00000000	22737007.99355200	28855436.79993400	113927.22917100	105000000.00120001	100000000.00110000	28855436.80000000
60507.92997600	19037166.00000000	22737007.99660600	28855436.79998900	113927.22981400	105000000.00010000	99999999.99820000	28855436.80008000
60507.92998800	19038222.00000000	22737007.99671100	28855436.80011500	113927.22990900	105000000.00020000	100000000.00010000	28855436.80002000
60507.93000100	19039279.00000000	22737007.99702000	28855436.80008100	113927.22905500	105000000.00020000	100000000.00010000	28855436.79990000
60507.93001300	19040334.00000000	22737008.01035600	28855436.79991700	113927.22949100	105000000.00049999	100000000.00049999	28855436.79991000
60507.93002500	19041390.00000000	22737007.99021400	28855436.80006500	113927.22985000	105000000.00190000	100000000.00090000	28855436.80005000
60507.93003700	19042445.00000000	22737008.01458200	28855436.79996900	113927.22943700	105000000.00070000	99999999.99850000	28855436.80017000
60507.93004900	19043502.00000000	22737008.00014500	28855436.80009400	113927.22940700	105000000.00020000	99999999.99980000	28855436.80010000
60507.93006200	19044558.00000000	22737007.99245900	28855436.80003900	113927.22962700	105000000.00040001	100000000.00030001	28855436.80019000
60507.93007400	19045612.00000000	22737007.99841800	28855436.79998100	113927.22964800	104999999.99900000	99999999.99980000	28855436.79971000
60507.93008600	19046668.00000000	22737007.99715500	28855436.79981700	113927.22953600	105000000.00160000	100000000.00090000	28855436.79987000
60507.93009800	19047724.00000000	22737007.99748300	28855436.79987200	113927.22952100	104999999.99969999	99999999.99850000	28855436.80006000
60507.93011000	19048779.00000000	22737008.00708000	28855436.80005900	113927.22959500	104999999.99990000	100000000.00060000	28855436.79991000
60507.93012300	19049834.00000000	22737008.02341500	28855436.79952100	113927.22956600	105000000.00150000	100000000.00090000	28855436.80007000
60507.93013500	19050889.00000000	22737007.98126000	28855436.80006400	113927.22952700	104999999.99980000	99999999.99969999	28855436.80001000
60507.93014700	19051944.00000000	22737008.00530000	28855436.79986400	113927.22943500	105000000.00000000	100000000.00040001	28855436.80006000
60507.93015900	19053000.00000000	22737008.00200600	28855436.79996500	113927.22967100	105000000.00040001	99999999.99869999	28855436.79996000
60507.93017200	19054055.00000000	22737007.99767700	28855436.80004000	113927.22943300	105000000.00020000	99999999.99890000	28855436.79990000
60507.93018400	19055109.00000000	22737008.00238700	28855436.80012800	113927.22924100	105000000.00100000	100000000.00080000	28855436.79993000
60507.93019600	19056165.00000000	22737007.99688800	28855436.79991200	113927.22948700	104999999.99969999	99999999.99910000	28855436.79967000
60507.93020800	19057222.00000000	22737008.00234500	28855436.79977800	113927.22968500	104999999.99950001	100000000.00080000	28855436.80019000
60507.93022000	19058278.00000000	22737008.00015900	28855436.80012100	113927.22977900	105000000.00150000	100000000.00010000	28855436.80018000
60507.93023300	19059333.00000000	22737008.00042200	28855436.80006900	113927.22930500	104999999.99950001	99999999.99950001	28855436.80016000
60507.93024500	19060387.00000000	22737007.99600000	28855436.79997700	113927.22951600	105000000.00139999	100000000.00100000	28855436.79989000
60507.93025700	19061443.00000000	22737007.99768600	28855436.79981500	113927.22972000	105000000.00060000	99999999.99910000	28855436.79992000
60507.93026900	19062498.00000000	22737008.00270500	28855436.80002900	113927.22917400	104999999.99940000	100000000.00030001	28855436.79995000
60507.93028100	19063553.00000000	22737007.99822000	28855436.79997900	113927.22967800	105000000.00010000	99999999.99950001	28855436.79994000
60507.93029400	19064608.00000000	22737008.00734600	28855436.79983700	113927.22963300	105000000.00180000	99999999.99969999	28855436.79994000
60507.93030600	19065663.00000000	22737007.98744000	28855436.80012700	113927.22917900	104999999.99959999	100000000.00010000	28855436.80013000
60507.93031800	19066717.00000000	22737008.01620800	28855436.80014100	113927.22966000	105000000.00040001	99999999.99770001	28855436.79969000
60507.93033000	19067774.00000000	22737007.98852000	28855436.79990100	113927.22966600	105000000.00150000	100000000.00060000	28855436.79997000
60507.93034300	19068830.00000000	22737008.00776400	28855436.79956400	113927.22952800	104999999.99969999	99999999.99969999	28855436.80001000
60507.93035500	19069887.00000000	22737007.98489800	28855436.79994400	113927.22970700	105000000.00020000	100000000.00000000	28855436.79990000
60507.93036700	19070943.00000000	22737008.00765300	28855436.80000300	113927.22928200	105000000.00060000	100000000.00110000	28855436.79992000
60507.93037900	19071998.00000000	22737008.00109000	28855436.79995900	113927.22940700	104999999.99969999	99999999.99830000	28855436.80019000
60507.93039100	19073054.00000000	22737007.98894200	28855436.80010100	113927.22980800	105000000.00030001	99999999.99990000	28855436.79993000
60507.93040400	19074109.00000000	22737008.00483400	28855436.80003900	113927.22964700	105000000.00200000	99999999.99980000	28855436.80008000
60507.93041600	19075163.00000000	22737008.01408200	28855436.80011200	113927.22942700	105000000.00080000	99999999.99969999	28855436.80003000
60507.93042800	19076218.00000000	22737007.98714500	28855436.79986100	113927.22932500	104999999.99969999	100000000.00060000	28855436.80006000
60507.93044000	19077274.00000000	22737008.00107700	28855436.80001700	113927.22958400	105000000.00010000	99999999.99930000	28855436.80000000
60507.93045200	19078329.00000000	22737007.99995700	28855436.79994800	113927.22961300	105000000.00049999	100000000.00010000	28855436.80002000
60507.93046500	19079383.00000000	22737007.99863900	28855436.80001500	113927.22969700	104999999.99969999	99999999.99959999	28855436.80037000
60507.93047700	19080442.00000000	22737007.99473700	28855436.80012300	113927.22943300	105000000.00190000	99999999.99920000	28855436.79987000
60507.93048900	19081496.00000000	22737007.99777800	28855436.79999500	113927.22943100	104999999.99959999	100000000.00000000	28855436.80003000
60507.93050100	19082553.00000000	22737008.00810300	28855436.79998400	113927.22950900	105000000.00020000	100000000.00000000	28855436.79995000
60507.93051400	19083610.00000000	22737008.00333200	28855436.79987400	113927.22951300	105000000.00170000	99999999.99959999	28855436.80006000
60507.93052600	19084664.00000000	22737007.99647400	28855436.80004900	113927.22945700	104999999.99980000	100000000.00080000	28855436.79986000
60507.93053800	19085722.00000000	22737007.99751000	28855436.80040800	113927.22936800	105000000.00020000	99999999.99850000	28855436.80006000
60507.93055000	19086775.00000000	22737008.00425900	28855436.79964000	113927.22950100	105000000.00160000	100000000.00020000	28855436.80003000
60507.93056200	19087829.00000000	22737007.99359200	28855436.79991500	113927.22942300	104999999.99930000	100000000.00090000	28855436.80021000
60507.93057500	19088885.00000000	22737007.99944200	28855436.79991700	113927.22952700	104999999.99990000	99999999.99990000	28855436.79992000
60507.93058700	19089941.00000000	22737007.99753700	28855436.80018500	113927.22959100	105000000.00200000	100000000.00120001	28855436.80028000
60507.93059900	19090996.00000000	22737007.99561000	28855436.80013200	113927.22930800	105000000.00060000	99999999.99770001	28855436.80007000
60507.93061100	19092053.00000000	22737008.00113200	28855436.80003100	113927.22935500	104999999.99930000	100000000.00060000	28855436.79998000
60507.93062400	19093107.00000000	22737008.00928500	28855436.79981300	113927.22958200	105000000.00030001	99999999.99969999	28855436.79981000
60507.93063600	19094162.00000000	22737007.98724200	28855436.80016900	113927.22973100	105000000.00000000	99999999.99969999	28855436.80008000
60507.93064800	19095219.00000000	22737008.01973700	28855436.79995200	113927.22943100	105000000.00190000	100000000.00040001	28855436.80004000
60507.93066000	19096276.00000000	22737007.99535400	28855436.79994000	113927.22943600	105000000.00090000	99999999.99760000	28855436.80020000
60507.93067200	19097332.00000000	22737007.98446000	28855436.80015400	113927.22971600	104999999.99980000	100000000.00070000	28855436.80025000
60507.93068500	19098389.00000000	22737008.01514800	28855436.79998800	113927.22939200	105000000.00180000	100000000.00090000	28855436.80024000
60507.93069700	19099445.00000000	22737007.98712600	28855436.79989800	113927.22948200	105000000.00100000	99999999.99990000	28855436.80006000
60507.93070900	19100501.00000000	22737008.00772700	28855436.80003000	113927.22960400	104999999.99950001	100000000.00060000	28855436.80014000
60507.93072100	19101556.00000000	22737008.00407800	28855436.80002500	113927.22947500	105000000.00090000	99999999.99779999	28855436.79974000
60507.93073400	19102612.00000000	22737008.00478000	28855436.80001600	113927.22960800	104999999.99920000	99999999.99959999	28855436.80004000
60507.93074600	19103667.00000000	22737007.99356100	28855436.79994800	113927.22952500	105000000.00010000	100000000.00090000	28855436.79993000
60507.93075800	19104723.00000000	22737007.99645200	28855436.80040200	113927.22939600	105000000.00130001	99999999.99910000	28855436.79991000
60507.93077000	19105780.00000000	22737008.00714600	28855436.79951500	113927.22928000	104999999.99890000	100000000.00060000	28855436.80007000
60507.93078200	19106835.00000000	22737007.99254500	28855436.80001100	113927.22973300	105000000.00020000	99999999.99950001	28855436.80011000
60507.93079500	19107890.00000000	22737008.00678700	28855436.79992400	113927.22941300	105000000.00150000	99999999.99959999	28855436.80004000
60507.93080700	19108944.00000000	22737007.99040400	28855436.79993900	113927.22977200	105000000.00049999	100000000.00080000	28855436.79979000
60507.93081900	19110000.00000000	22737008.01500800	28855436.80019700	113927.22961700	104999999.99990000	99999999.99830000	28855436.80018000
60507.93083100	19111054.00000000	22737007.98820600	28855436.80010300	113927.22939400	105000000.00070000	100000000.00030001	28855436.79996000
60507.93084300	19112110.00000000	22737008.00471900	28855436.80000400	113927.22944700	105000000.00080000	100000000.00080000	28855436.80016000
60507.93085600	19113166.00000000	22737007.99744100	28855436.80004600	113927.22941500	104999999.99950001	99999999.99990000	28855436.80016000
60507.93086800	19114221.00000000	22737007.99774500	28855436.80009300	113927.22953400	105000000.00040001	100000000.00020000	28855436.80001000
60507.93088000	19115278.00000000	22737008.00210800	28855436.80002800	113927.22959300	105000000.00010000	99999999.99789999	28855436.79984000
60507.93089200	19116334.00000000	22737008.00857800	28855436.79981200	113927.22941500	105000000.00030001	100000000.00049999	28855436.80004000
60507.93090500	19117389.00000000	22737007.99010000	28855436.80000400	113927.22955900	104999999.99980000	100000000.00020000	28855436.79987000
60507.93091700	19118447.00000000	22737008.00432200	28855436.79993000	113927.22949100	105000000.00139999	100000000.00020000	28855436.79989000
60507.93092900	19119502.00000000	22737007.99443000	28855436.79977800	113927.22950700	105000000.00070000	100000000.00049999	28855436.80005000
60507.93094100	19120559.00000000	22737008.00003100	28855436.80014300	113927.22980900	104999999.99990000	99999999.99860001	28855436.80010000
60507.93095400	19121616.00000000	22737008.00306900	28855436.80024200	113927.22991500	105000000.00150000	100000000.00000000	28855436.79993000
60507.93096600	19122670.00000000	22737007.99064700	28855436.79972700	113927.22891600	105000000.00080000	100000000.00030001	28855436.79994000
60507.93097800	19123725.00000000	22737008.01084000	28855436.80035300	113927.22956000	104999999.99969999	100000000.00049999	28855436.79996000
60507.93099000	19124781.00000000	22737007.99096100	28855436.79966600	113927.22951300	104999999.99959999	100000000.00130001	28855436.80005000
60507.93100200	19125836.00000000	22737007.98965900	28855436.79994000	113927.22947300	105000000.00130001	99999999.99789999	28855436.79996000
60507.93101500	19126890.00000000	22737008.00590000	28855436.80012400	113927.22954000	104999999.99980000	100000000.00020000	28855436.80019000
60507.93102700	19127946.00000000	22737007.99938400	28855436.79990300	113927.22938000	105000000.00120001	100000000.00130001	28855436.79995000
60507.93103900	19129002.00000000	22737007.99521800	28855436.80009400	113927.22967300	105000000.00040001	99999999.99860001	28855436.79994000
60507.93105100	19130058.00000000	22737007.99238300	28855436.80021600	113927.22961500	105000000.00139999	100000000.00090000	28855436.80007000
60507.93106300	19131114.00000000	22737008.00773300	28855436.79997800	113927.22940600	104999999.99920000	99999999.99980000	28855436.79997000
60507.93107600	19132168.00000000	22737008.00429600	28855436.79989000	113927.22921600	105000000.00030001	100000000.00020000	28855436.79993000
60507.93108800	19133225.00000000	22737007.98212900	28855436.80001900	113927.22931600	105000000.00130001	100000000.00040001	28855436.80006000
60507.93110000	19134280.00000000	22737008.01116800	28855436.80002400	113927.22971000	105000000.00120001	99999999.99840000	28855436.79995000
60507.93111200	19135335.00000000	22737008.00814900	28855436.79989700	113927.22948200	104999999.99940000	100000000.00060000	28855436.79992000
60507.93112500	19136392.00000000	22737007.98863300	28855436.79988500	113927.22970600	105000000.00110000	99999999.99910000	28855436.80000000
60507.93113700	19137446.00000000	22737008.00732200	28855436.80005200	113927.22951200	105000000.00100000	100000000.00000000	28855436.80014000
60507.93114900	19138499.00000000	22737007.99327400	28855436.80004200	113927.22933100	104999999.99910000	100000000.00090000	28855436.79995000
60507.93116100	19139555.00000000	22737008.00924900	28855436.79992800	113927.22958000	105000000.00060000	99999999.99850000	28855436.80014000
60507.93117300	19140610.00000000	22737007.99628300	28855436.80063400	113927.22955600	105000000.00000000	100000000.00030001	28855436.80026000
60507.93118600	19141668.00000000	22737008.00884100	28855436.79961000	113927.22958700	105000000.00000000	100000000.00049999	28855436.80004000
60507.93119800	19142724.00000000	22737007.99126600	28855436.80002200	113927.22943300	105000000.00170000	99999999.99959999	28855436.80004000
60507.93121000	19143778.00000000	22737008.00189600	28855436.79999200	113927.22941100	104999999.99910000	100000000.00110000	28855436.80010000
60507.93122200	19144834.00000000	22737007.99567100	28855436.80009800	113927.22967700	105000000.00000000	99999999.99810000	28855436.79987000
60507.93123400	19145890.00000000	22737008.00200200	28855436.79999700	113927.22969900	105000000.00150000	99999999.99990000	28855436.79985000
60507.93124700	19146945.00000000	22737007.99335700	28855436.79997500	113927.22950000	105000000.00120001	100000000.00049999	28855436.80011000
60507.93125900	19148001.00000000	22737008.00297800	28855436.80007400	113927.22944600	105000000.00070000	99999999.99930000	28855436.79997000
60507.93127100	19149056.00000000	22737007.99874700	28855436.79985800	113927.22954200	104999999.99930000	100000000.00030001	28855436.79997000
60507.93128300	19150110.00000000	22737008.00151500	28855436.79997700	113927.22959900	105000000.00139999	99999999.99810000	28855436.80002000
60507.93129600	19151166.00000000	22737007.98751800	28855436.80007700	113927.22925900	105000000.00049999	100000000.00020000	28855436.80018000
60507.93130800	19152223.00000000	22737008.00739800	28855436.80010300	113927.22953300	104999999.99950001	100000000.00080000	28855436.79997000
60507.93132000	19153279.00000000	22737008.00679400	28855436.80002400	113927.22958100	105000000.00010000	99999999.99969999	28855436.80024000
60507.93133200	19154335.00000000	22737007.99977700	28855436.80000600	113927.22986700	105000000.00180000	100000000.00100000	28855436.79971000
60507.93134400	19155390.00000000	22737007.99533100	28855436.79975100	113927.22919900	105000000.00070000	99999999.99959999	28855436.80005000
60507.93135700	19156446.00000000	22737007.99338700	28855436.80022800	113927.22950400	104999999.99959999	100000000.00010000	28855436.79981000
60507.93136900	19157501.00000000	22737008.00858500	28855436.80034000	113927.22953600	105000000.00010000	100000000.00040001	28855436.80010000
60507.93138100	19158559.00000000	22737008.00224800	28855436.79970000	113927.22975900	105000000.00060000	99999999.99920000	28855436.80008000
60507.93139300	19159613.00000000	22737008.00673600	28855436.80028500	113927.22917200	105000000.00020000	100000000.00030001	28855436.80012000
60507.93140600	19160669.00000000	22737007.98899700	28855436.79968900	113927.22957000	105000000.00120001	99999999.99910000	28855436.80016000
60507.93141800	19161723.00000000	22737008.01038400	28855436.79979100	113927.22950400	105000000.00090000	100000000.00080000	28855436.79985000
60507.93143000	19162779.00000000	22737007.98400400	28855436.80014600	113927.22977000	105000000.00060000	100000000.00080000	28855436.80008000
60507.93144200	19163835.00000000	22737008.00061400	28855436.79999700	113927.22954300	104999999.99910000	99999999.99760000	28855436.80001000
60507.93145400	19164889.00000000	22737008.00419000	28855436.79991400	113927.22971500	104999999.99930000	100000000.00030001	28855436.79982000
60507.93146700	19165944.00000000	22737007.99875800	28855436.80001800	113927.22941100	105000000.00210001	99999999.99990000	28855436.79998000
60507.93147900	19167000.00000000	22737007.99785400	28855436.80003400	113927.22951700	104999999.99969999	99999999.99959999	28855436.79997000
60507.93149100	19168058.00000000	22737008.00502700	28855436.79992200	113927.22959900	105000000.00120001	100000000.00040001	28855436.79991000
60507.93150300	19169113.00000000	22737007.99949000	28855436.79998500	113927.22944700	105000000.00070000	99999999.99900000	28855436.79976000
60507.93151500	19170169.00000000	22737007.99747100	28855436.80009200	113927.22944900	104999999.99969999	99999999.99980000	28855436.80020000
60507.93152800	19171223.00000000	22737007.98908700	28855436.79997500	113927.22948800	105000000.00030001	100000000.00049999	28855436.80008000
60507.93154000	19172279.00000000	22737008.00684900	28855436.79990800	113927.22970800	105000000.00170000	99999999.99940000	28855436.80005000
