07/16/2024	11:01:52	(analyzed:  7/19/2024)
MJD	timer	SDR:fb_Al_ErYb	SDR:fb_Yb_ErYb	SDR:frep_ErYb	fo_ErYb	fb_Si_ErYb	fb_Yb_ErYb
60507.93155200	19173334.00000000	22737007.99936700	28855436.80019400	113927.22938700	104999999.99959999	100000000.00040001	28855436.80007000
60507.93156400	19174388.00000000	22737008.00132400	28855436.80019400	113927.22956100	105000000.00139999	99999999.99890000	28855436.80024000
60507.93157700	19175444.00000000	22737008.00648100	28855436.79983300	113927.22966800	105000000.00070000	99999999.99969999	28855436.79982000
60507.93158900	19176499.00000000	22737008.00406600	28855436.80033400	113927.22969900	104999999.99959999	100000000.00040001	28855436.79999000
60507.93160100	19177552.00000000	22737008.00130500	28855436.79968600	113927.22946000	105000000.00100000	99999999.99910000	28855436.80021000
60507.93161300	19178608.00000000	22737007.98583100	28855436.79996200	113927.22951300	104999999.99980000	100000000.00049999	28855436.80002000
60507.93162500	19179663.00000000	22737008.00061500	28855436.80003700	113927.22932500	105000000.00100000	100000000.00010000	28855436.80001000
60507.93163800	19180717.00000000	22737008.00560800	28855436.80012500	113927.22952500	105000000.00100000	100000000.00000000	28855436.80011000
60507.93165000	19181773.00000000	22737008.00311700	28855436.80001900	113927.22944300	104999999.99920000	100000000.00040001	28855436.79976000
60507.93166200	19182828.00000000	22737007.98864000	28855436.79997200	113927.22962300	105000000.00100000	99999999.99900000	28855436.79983000
60507.93167400	19183884.00000000	22737008.00307300	28855436.79992200	113927.22991600	104999999.99940000	100000000.00130001	28855436.80000000
60507.93168600	19184941.00000000	22737007.99850600	28855436.80000000	113927.22958900	105000000.00110000	99999999.99959999	28855436.80011000
60507.93169900	19185995.00000000	22737008.00052800	28855436.79997800	113927.22930900	105000000.00000000	99999999.99980000	28855436.80000000
60507.93171100	19187052.00000000	22737008.00849700	28855436.79998800	113927.22951600	105000000.00010000	100000000.00100000	28855436.80006000
60507.93172300	19188108.00000000	22737007.99071800	28855436.80002700	113927.22954000	105000000.00030001	99999999.99860001	28855436.80017000
60507.93173500	19189162.00000000	22737008.01087400	28855436.79993300	113927.22926800	105000000.00130001	100000000.00030001	28855436.79998000
60507.93174800	19190219.00000000	22737007.99371200	28855436.80000000	113927.22953900	105000000.00060000	100000000.00060000	28855436.79984000
60507.93176000	19191274.00000000	22737007.99367700	28855436.80009400	113927.22950800	104999999.99930000	99999999.99910000	28855436.79998000
60507.93177200	19192329.00000000	22737007.99652600	28855436.79973200	113927.22951800	105000000.00139999	100000000.00010000	28855436.79988000
60507.93178400	19193384.00000000	22737008.01041100	28855436.80039800	113927.22958700	104999999.99940000	99999999.99869999	28855436.79998000
60507.93179600	19194439.00000000	22737007.99564200	28855436.79950500	113927.22955400	105000000.00139999	100000000.00060000	28855436.79974000
60507.93180900	19195497.00000000	22737008.01345400	28855436.79979600	113927.22978100	104999999.99980000	100000000.00060000	28855436.80002000
60507.93182100	19196552.00000000	22737007.99494700	28855436.80024200	113927.22937400	105000000.00010000	100000000.00010000	28855436.80014000
60507.93183300	19197607.00000000	22737007.99735900	28855436.79996600	113927.22947200	105000000.00080000	99999999.99950001	28855436.79986000
60507.93184500	19198661.00000000	22737007.99758500	28855436.80003300	113927.22963100	105000000.00000000	99999999.99820000	28855436.79988000
60507.93185700	19199717.00000000	22737007.99091700	28855436.79992500	113927.22933300	105000000.00000000	100000000.00030001	28855436.80026000
60507.93187000	19200771.00000000	22737008.00225800	28855436.80000300	113927.22960100	105000000.00139999	100000000.00060000	28855436.79991000
60507.93188200	19201825.00000000	22737008.00323700	28855436.79986500	113927.22976500	104999999.99969999	99999999.99930000	28855436.79978000
60507.93189400	19202882.00000000	22737008.00330500	28855436.80007000	113927.22926000	104999999.99980000	100000000.00030001	28855436.80012000
60507.93190600	19203936.00000000	22737007.99734000	28855436.80019000	113927.22964200	105000000.00190000	99999999.99940000	28855436.79993000
60507.93191800	19204990.00000000	22737007.99948200	28855436.80012000	113927.22936800	105000000.00060000	99999999.99869999	28855436.79989000
60507.93193100	19206046.00000000	22737007.99609100	28855436.80006100	113927.22962800	104999999.99910000	100000000.00070000	28855436.79993000
60507.93194300	19207103.00000000	22737007.99876700	28855436.79984800	113927.22992500	105000000.00049999	99999999.99869999	28855436.80003000
60507.93195500	19208160.00000000	22737008.00660600	28855436.79990800	113927.22891200	105000000.00180000	100000000.00030001	28855436.79994000
60507.93196700	19209215.00000000	22737008.00611800	28855436.80006900	113927.22947200	105000000.00090000	99999999.99969999	28855436.80015000
60507.93198000	19210270.00000000	22737007.99330600	28855436.80051500	113927.22970100	104999999.99920000	99999999.99950001	28855436.80012000
60507.93199200	19211325.00000000	22737007.99113500	28855436.79944100	113927.22970600	105000000.00150000	100000000.00080000	28855436.79986000
60507.93200400	19212382.00000000	22737008.01006700	28855436.80017400	113927.22926200	105000000.00040001	99999999.99850000	28855436.79998000
60507.93201600	19213435.00000000	22737007.99731400	28855436.79992500	113927.22926400	104999999.99959999	100000000.00080000	28855436.79987000
60507.93202800	19214492.00000000	22737008.01225400	28855436.79989800	113927.22958100	105000000.00090000	100000000.00000000	28855436.80010000
60507.93204100	19215547.00000000	22737007.98962000	28855436.80004700	113927.22944200	104999999.99940000	99999999.99959999	28855436.80005000
60507.93205300	19216603.00000000	22737008.00476400	28855436.80015600	113927.23002500	105000000.00000000	100000000.00080000	28855436.79997000
60507.93206500	19217658.00000000	22737007.99476200	28855436.79992900	113927.22922600	105000000.00160000	99999999.99940000	28855436.79997000
60507.93207700	19218714.00000000	22737008.00144400	28855436.80002700	113927.22966500	105000000.00139999	99999999.99920000	28855436.79985000
60507.93209000	19219769.00000000	22737008.00352500	28855436.79995400	113927.22915000	105000000.00100000	100000000.00070000	28855436.79988000
60507.93210200	19220824.00000000	22737008.00499600	28855436.80002200	113927.22976200	105000000.00070000	100000000.00000000	28855436.80011000
60507.93211400	19221879.00000000	22737007.99029900	28855436.80020100	113927.22965300	105000000.00070000	100000000.00090000	28855436.80001000
60507.93212600	19222933.00000000	22737007.99879300	28855436.80009800	113927.22946000	105000000.00060000	99999999.99750000	28855436.80000000
60507.93213800	19223989.00000000	22737007.99442000	28855436.79977300	113927.22956400	105000000.00049999	100000000.00060000	28855436.79991000
60507.93215100	19225044.00000000	22737008.00635500	28855436.79984000	113927.22952600	105000000.00090000	100000000.00080000	28855436.80002000
60507.93216300	19226097.00000000	22737008.00195400	28855436.80021400	113927.22977700	105000000.00049999	99999999.99959999	28855436.80015000
60507.93217500	19227153.00000000	22737007.99486500	28855436.80043000	113927.22943200	105000000.00090000	100000000.00049999	28855436.79998000
60507.93218700	19228208.00000000	22737008.00865700	28855436.79963000	113927.22942300	105000000.00100000	99999999.99910000	28855436.79998000
60507.93219900	19229264.00000000	22737007.98955000	28855436.80027100	113927.22978800	105000000.00060000	99999999.99930000	28855436.79988000
60507.93221200	19230321.00000000	22737008.00478700	28855436.79971200	113927.22920200	104999999.99950001	100000000.00150000	28855436.79990000
60507.93222400	19231375.00000000	22737007.99235500	28855436.79976200	113927.22961600	104999999.99980000	99999999.99959999	28855436.80006000
60507.93223600	19232431.00000000	22737007.99779500	28855436.80021400	113927.22944200	105000000.00000000	100000000.00070000	28855436.79992000
60507.93224800	19233487.00000000	22737008.00700800	28855436.80003900	113927.22967900	105000000.00139999	100000000.00000000	28855436.80009000
60507.93226100	19234542.00000000	22737008.00434400	28855436.79995800	113927.22949200	105000000.00120001	100000000.00030001	28855436.79993000
60507.93227300	19235598.00000000	22737007.99833800	28855436.79978800	113927.22948200	104999999.99930000	99999999.99990000	28855436.80005000
60507.93228500	19236653.00000000	22737007.99514800	28855436.79996200	113927.22965000	105000000.00130001	99999999.99800000	28855436.79988000
60507.93229700	19237709.00000000	22737008.00147900	28855436.79983000	113927.22941300	105000000.00090000	100000000.00070000	28855436.80022000
60507.93230900	19238765.00000000	22737008.00049600	28855436.79999000	113927.22958000	104999999.99950001	100000000.00110000	28855436.80005000
60507.93232200	19239819.00000000	22737007.99527000	28855436.80000600	113927.22933900	105000000.00000000	100000000.00000000	28855436.79976000
60507.93233400	19240874.00000000	22737007.99322400	28855436.79996600	113927.22961200	105000000.00180000	99999999.99959999	28855436.80019000
60507.93234600	19241930.00000000	22737008.00102100	28855436.79992100	113927.22963400	104999999.99980000	99999999.99930000	28855436.80018000
60507.93235800	19242985.00000000	22737008.00515600	28855436.80010800	113927.22963200	105000000.00120001	100000000.00000000	28855436.80015000
60507.93237000	19244042.00000000	22737008.00745300	28855436.80024400	113927.22948400	104999999.99930000	100000000.00070000	28855436.79996000
60507.93238300	19245099.00000000	22737007.98433900	28855436.79995300	113927.22932300	105000000.00150000	100000000.00000000	28855436.80005000
60507.93239500	19246154.00000000	22737008.00169800	28855436.80025100	113927.22987600	105000000.00070000	100000000.00020000	28855436.79988000
60507.93240700	19247210.00000000	22737008.01101100	28855436.79944900	113927.22939200	105000000.00030001	99999999.99850000	28855436.80001000
60507.93241900	19248267.00000000	22737007.98734200	28855436.79993000	113927.22953900	105000000.00000000	100000000.00000000	28855436.79994000
60507.93243200	19249323.00000000	22737008.01033100	28855436.79998000	113927.22925700	105000000.00100000	100000000.00049999	28855436.79985000
60507.93244400	19250380.00000000	22737007.98477700	28855436.79994500	113927.22967000	105000000.00010000	99999999.99800000	28855436.80002000
60507.93245600	19251435.00000000	22737008.01160900	28855436.79991400	113927.22977000	105000000.00010000	100000000.00080000	28855436.80011000
60507.93246800	19252488.00000000	22737007.99852100	28855436.80021800	113927.22949600	105000000.00110000	99999999.99890000	28855436.80027000
60507.93248000	19253544.00000000	22737008.00981100	28855436.80006700	113927.22941200	105000000.00000000	99999999.99940000	28855436.79983000
60507.93249300	19254600.00000000	22737007.99126600	28855436.80011300	113927.22942100	105000000.00130001	100000000.00060000	28855436.79985000
60507.93250500	19255656.00000000	22737008.00267200	28855436.80003500	113927.22959700	105000000.00130001	99999999.99879999	28855436.79990000
60507.93251700	19256712.00000000	22737008.00168300	28855436.79990300	113927.22964200	104999999.99959999	100000000.00090000	28855436.80020000
60507.93252900	19257767.00000000	22737007.99729300	28855436.80008500	113927.22944900	105000000.00139999	99999999.99990000	28855436.79993000
60507.93254200	19258823.00000000	22737008.00034800	28855436.80004700	113927.22951300	105000000.00040001	100000000.00110000	28855436.80002000
60507.93255400	19259879.00000000	22737007.99447900	28855436.79990200	113927.22956800	105000000.00070000	100000000.00100000	28855436.79990000
60507.93256600	19260933.00000000	22737008.00897500	28855436.79996400	113927.22956600	104999999.99940000	99999999.99930000	28855436.79994000
60507.93257800	19261989.00000000	22737008.00597600	28855436.80010000	113927.22947800	104999999.99980000	100000000.00060000	28855436.80007000
60507.93259000	19263046.00000000	22737007.98148900	28855436.80044700	113927.22943500	105000000.00120001	99999999.99990000	28855436.80006000
60507.93260300	19264103.00000000	22737008.01051100	28855436.79950200	113927.22964800	104999999.99930000	99999999.99910000	28855436.79996000
60507.93261500	19265160.00000000	22737008.01439400	28855436.80018800	113927.22912000	105000000.00100000	100000000.00080000	28855436.79973000
60507.93262700	19266215.00000000	22737007.97799700	28855436.79980400	113927.22988300	105000000.00070000	99999999.99860001	28855436.80012000
60507.93263900	19267269.00000000	22737008.00831100	28855436.79984300	113927.22946700	104999999.99930000	99999999.99990000	28855436.79993000
60507.93265200	19268324.00000000	22737008.00204600	28855436.80012500	113927.22949100	105000000.00170000	100000000.00000000	28855436.79986000
60507.93266400	19269379.00000000	22737007.99280100	28855436.79989900	113927.22948200	104999999.99990000	99999999.99990000	28855436.80005000
60507.93267600	19270432.00000000	22737008.00645900	28855436.79999200	113927.22942800	104999999.99980000	100000000.00110000	28855436.79995000
60507.93268800	19271489.00000000	22737008.00080200	28855436.80010400	113927.22951800	105000000.00000000	99999999.99820000	28855436.79995000
