fo_ErYb,SDR:fb_Yb_ErYb,SDR:frep_ErYb,fb_Si_ErYb,MJD,nuSi,nuSr,nuYb
105000000.00170000,28855436.79999400,113927.22957300,100000000.00030001,60507.712011,194397939719175.48144800,429228169936129.0765279903289,518295773594798.62281300
105000000.00080000,28855436.79991600,113927.22959700,100000000.00090000,60507.712023,194397939719180.14647200,429228169936139.3768528908442,518295773594811.06065700
105000000.00070000,28855436.79998600,113927.22958300,99999999.99879999,60507.712035,194397939719177.42520800,429228169936133.3683300322103,518295773594803.80519900
105000000.00060000,28855436.80001800,113927.22928700,100000000.00060000,60507.712047,194397939719119.88991200,429228169936006.3309895925213,518295773594650.40698300
104999999.99980000,28855436.80005200,113927.22938400,100000000.00040001,60507.71206,194397939719138.74438400,429228169936047.9614693987708,518295773594700.67590400
104999999.99959999,28855436.79998100,113927.22993200,99999999.99969999,60507.712072,194397939719245.26243200,429228169936283.1522212938705,518295773594984.66992200
105000000.00170000,28855436.80002700,113927.22941100,100000000.00090000,60507.712084,194397939719143.99253600,429228169936059.5493349118505,518295773594714.66835300
105000000.00049999,28855436.80005700,113927.22942400,99999999.99840000,60507.712096,194397939719146.51942400,429228169936065.1286775662963,518295773594721.40537400
105000000.00000000,28855436.80032500,113927.22947100,99999999.99969999,60507.712109,194397939719155.65509600,429228169936085.3001471631388,518295773594745.76197700
105000000.00120001,28855436.79957200,113927.22956500,100000000.00030001,60507.712121,194397939719173.92644000,429228169936125.6430863568238,518295773594794.47776100
104999999.99940000,28855436.80030300,113927.22988900,100000000.00010000,60507.712133,194397939719236.90426400,429228169936264.6974725137806,518295773594962.38508700
105000000.00130001,28855436.79963400,113927.22931700,100000000.00080000,60507.712145,194397939719125.72119200,429228169936019.2063957181655,518295773594665.95486100
104999999.99950001,28855436.79986100,113927.22978400,99999999.99830000,60507.712157,194397939719216.49478400,429228169936219.6335510740261,518295773594907.97108600
105000000.00220001,28855436.80021700,113927.22944800,99999999.99990000,60507.71217,194397939719151.18444800,429228169936075.4290024668116,518295773594733.84274200
104999999.99940000,28855436.80005500,113927.22940300,100000000.00060000,60507.712182,194397939719142.43752800,429228169936056.1158932783454,518295773594710.52240100
105000000.00150000,28855436.79987400,113927.22925400,99999999.99890000,60507.712194,194397939719113.47550400,429228169935992.1680428543128,518295773594633.30545000
105000000.00049999,28855436.79999000,113927.22998900,100000000.00049999,60507.712206,194397939719256.34186400,429228169936307.6154929325944,518295773595014.20941300
104999999.99959999,28855436.79998700,113927.22931300,99999999.99930000,60507.712219,194397939719124.94368800,429228169936017.4896749014129,518295773594663.88120700
104999999.99990000,28855436.80010400,113927.22983200,99999999.99969999,60507.712231,194397939719225.82483200,429228169936240.2342008750567,518295773594932.84597600
105000000.00030001,28855436.80002200,113927.22935600,100000000.00080000,60507.712243,194397939719133.30185600,429228169936035.9444236815029,518295773594686.16532800
104999999.99990000,28855436.79998800,113927.22938200,99999999.99940000,60507.712255,194397939719138.35563200,429228169936047.1031089903945,518295773594699.63955800
105000000.00090000,28855436.79988900,113927.22960700,100000000.00070000,60507.712268,194397939719182.09023200,429228169936143.6686549327256,518295773594816.24308100
105000000.00170000,28855436.80000300,113927.22976700,99999999.99959999,60507.71228,194397939719213.19039200,429228169936212.3374876028277,518295773594899.16077300
104999999.99969999,28855436.80011000,113927.22963000,100000000.00030001,60507.712292,194397939719186.56088000,429228169936153.5397996290528,518295773594828.16209000
105000000.00070000,28855436.80007400,113927.22927300,100000000.00060000,60507.712304,194397939719117.16864800,429228169936000.3224667338874,518295773594643.15155300
105000000.00070000,28855436.79986500,113927.22935600,99999999.99820000,60507.712316,194397939719133.30185600,429228169936035.9444236815029,518295773594686.16564200
105000000.00090000,28855436.80047000,113927.22948300,100000000.00040001,60507.712329,194397939719157.98760800,429228169936090.4503096133964,518295773594751.98053100
105000000.00010000,28855436.79958000,113927.22966600,100000000.00049999,60507.712341,194397939719193.55841600,429228169936168.9902869798258,518295773594846.81968200
105000000.00110000,28855436.79996000,113927.22963900,100000000.00000000,60507.712353,194397939719188.31026400,429228169936157.4024214667460,518295773594832.82652300
104999999.99950001,28855436.80015400,113927.22956000,100000000.00110000,60507.712365,194397939719172.95456000,429228169936123.4971853358831,518295773594791.88541200
104999999.99950001,28855436.80001700,113927.22941800,99999999.99820000,60507.712378,194397939719145.35316800,429228169936062.5535963411675,518295773594718.29603200
105000000.00220001,28855436.80015600,113927.22963400,99999999.99990000,60507.71239,194397939719187.33838400,429228169936155.2565204458053,518295773594830.23494600
105000000.00040001,28855436.80000600,113927.22948400,100000000.00060000,60507.712402,194397939719158.18198400,429228169936090.8794898175846,518295773594752.49969600
105000000.00130001,28855436.80003500,113927.22929000,99999999.99910000,60507.712414,194397939719120.47304000,429228169936007.6185302050858,518295773594651.96166000
104999999.99940000,,113927.22972700,100000000.00020000,60507.712427,194397939719205.41535200,429228169936195.1702794353022,
105000000.00150000,28855436.80002700,113927.22970900,99999999.99890000,60507.712439,194397939719201.91658400,429228169936187.4450357599157,518295773594869.10297900
,,,,60507.712451,,,
104999999.99969999,28855436.79994700,113927.22974300,100000000.00060000,60507.712463,194397939719208.52536800,429228169936202.0371627023124,518295773594886.72319700
105000000.00160000,28855436.79997000,113927.22960500,99999999.99950001,60507.712475,194397939719181.70148000,429228169936142.8102945243493,518295773594815.20644500
105000000.00060000,28855436.80013200,113927.22967200,100000000.00049999,60507.712488,194397939719194.72467200,429228169936171.5653682049546,518295773594849.92800000
104999999.99940000,28855436.80045700,113927.22954100,99999999.99850000,60507.7125,194397939719169.26141600,429228169936115.3427614563085,518295773594782.03830300
105000000.00000000,28855436.79962400,113927.22945300,100000000.00020000,60507.712512,194397939719152.15632800,429228169936077.5749034877523,518295773594736.43511300
,,,,60507.712524,,,
,,,,60507.712537,,,
105000000.00120001,28855436.79981300,113927.22978600,100000000.00060000,60507.712549,194397939719216.88353600,429228169936220.4919114824023,518295773594909.00765600
105000000.00000000,28855436.79990800,113927.22960800,99999999.99959999,60507.712561,194397939719182.28460800,429228169936144.0978351369137,518295773594816.76128000
105000000.00160000,28855436.79999700,113927.22953400,99999999.99980000,60507.712573,194397939719167.90078400,429228169936112.3385000269915,518295773594778.41156400
105000000.00060000,28855436.80033100,113927.22951600,100000000.00110000,60507.712586,194397939719164.40201600,429228169936104.6132563516050,518295773594769.08263000
105000000.00070000,28855436.79956200,113927.22950100,99999999.99920000,60507.712598,194397939719161.48637600,429228169936098.1755532887829,518295773594761.31061300
105000000.00040001,28855436.80021400,113927.22963300,100000000.00060000,60507.71261,194397939719187.14400800,429228169936154.8273402416172,518295773594829.71659300
104999999.99959999,28855436.79982400,113927.22969200,99999999.99990000,60507.712622,194397939719198.61219200,429228169936180.1489722887174,518295773594860.29335600
105000000.00150000,28855436.79995300,113927.22929500,99999999.99940000,60507.712634,194397939719121.44492000,429228169936009.7644312260265,518295773594654.55300900
104999999.99980000,28855436.80005100,113927.22946800,100000000.00060000,60507.712647,194397939719155.07196800,429228169936084.0126065505744,518295773594744.20781400
104999999.99920000,28855436.80016800,113927.22969600,99999999.99800000,60507.712659,194397939719199.38969600,429228169936181.8656931054699,518295773594862.36561600
105000000.00160000,28855436.79990300,113927.22942100,100000000.00080000,60507.712671,194397939719145.93629600,429228169936063.8411369537319,518295773594719.85097100
105000000.00090000,28855436.79993200,113927.22978000,99999999.99930000,60507.712683,194397939719215.71728000,429228169936217.9168302572735,518295773594905.89799600
104999999.99940000,28855436.80008200,113927.22978500,100000000.00040001,60507.712696,194397939719216.68916000,429228169936220.0627312782142,518295773594908.48888100
104999999.99940000,28855436.79999400,113927.22916600,100000000.00120001,60507.712708,194397939719096.37041600,429228169935954.4001848857566,518295773594587.70035400
105000000.00080000,28855436.80001000,113927.22965900,99999999.99869999,60507.71272,194397939719192.19778400,429228169936165.9860255505088,518295773594843.19116300
105000000.00139999,28855436.80003000,113927.22943500,100000000.00010000,60507.712732,194397939719148.65756000,429228169936069.8496598123658,518295773594727.10603500
105000000.00030001,28855436.79969600,113927.22969300,99999999.99980000,60507.712744,194397939719198.80656800,429228169936180.5781524929055,518295773594860.81184900
105000000.00110000,28855436.80007600,113927.22957200,100000000.00010000,60507.712757,194397939719175.28707200,429228169936128.6473477861408,518295773594798.10441200
104999999.99969999,28855436.80019800,113927.22932800,99999999.99980000,60507.712769,194397939719127.85932800,429228169936023.9273779642350,518295773594671.65434000
104999999.99950001,28855436.80006000,113927.22947700,99999999.99920000,60507.712781,194397939719156.82135200,429228169936087.8752283882676,518295773594748.87192900
105000000.00020000,28855436.79987900,113927.22955200,99999999.99980000,60507.712793,194397939719171.39955200,429228169936120.0637437023780,518295773594787.74006600
105000000.00049999,28855436.80047100,113927.22956900,100000000.00070000,60507.712806,194397939719174.70394400,429228169936127.3598071735763,518295773594796.54891100
105000000.00020000,28855436.79949900,113927.22959900,99999999.99910000,60507.712818,194397939719180.53522400,429228169936140.2352132992205,518295773594812.09796500
105000000.00020000,28855436.79990900,113927.22931300,100000000.00030001,60507.71283,194397939719124.94368800,429228169936017.4896749014129,518295773594663.88136300
105000000.00120001,28855436.79986100,113927.22946700,99999999.99950001,60507.712842,194397939719154.87759200,429228169936083.5834263463862,518295773594743.68995700
105000000.00130001,28855436.79999700,113927.22963500,100000000.00030001,60507.712854,194397939719187.53276000,429228169936155.6857006499935,518295773594830.75350100
104999999.99959999,28855436.80001100,113927.22948300,100000000.00150000,60507.712867,194397939719157.98760800,429228169936090.4503096133964,518295773594751.98144900
105000000.00110000,28855436.80005100,113927.22950400,99999999.99900000,60507.712879,194397939719162.06950400,429228169936099.4630939013474,518295773594762.86434600
105000000.00040001,28855436.79992300,113927.22960700,99999999.99990000,60507.712891,194397939719182.09023200,429228169936143.6686549327256,518295773594816.24301300
104999999.99930000,28855436.80004500,113927.22929700,100000000.00000000,60507.712903,194397939719121.83367200,429228169936010.6227916344027,518295773594655.58929900
105000000.00000000,28855436.80020200,113927.22974400,99999999.99950001,60507.712916,194397939719208.71974400,429228169936202.4663429065005,518295773594887.24092400
105000000.00160000,28855436.79996200,113927.22962000,100000000.00040001,60507.712928,194397939719184.61712000,429228169936149.2479975871714,518295773594822.98001600
105000000.00070000,28855436.80018500,113927.22949800,99999999.99869999,60507.71294,194397939719160.90324800,429228169936096.8880126762185,518295773594759.75465600
105000000.00049999,28855436.80001500,113927.22945600,100000000.00049999,60507.712952,194397939719152.73945600,429228169936078.8624441003167,518295773594737.98904200
105000000.00010000,28855436.79979500,113927.22928900,100000000.00010000,60507.712964,194397939719120.27866400,429228169936007.1893500008976,518295773594651.44390300
104999999.99980000,28855436.79970500,113927.22944800,100000000.00080000,60507.712977,194397939719151.18444800,429228169936075.4290024668116,518295773594733.84376600
105000000.00120001,28855436.80040100,113927.22972800,100000000.00090000,60507.712989,194397939719205.60972800,429228169936195.5994596394903,518295773594878.94873400
104999999.99900000,28855436.80022400,113927.22962100,99999999.99840000,60507.713001,194397939719184.81149600,429228169936149.6771777913595,518295773594823.49772900
105000000.00150000,28855436.79966400,113927.22918300,99999999.99980000,60507.713013,194397939719099.67480800,429228169935961.6962483569550,518295773594596.51104300
104999999.99940000,28855436.80051500,113927.22969300,100000000.00000000,60507.713026,194397939719198.80656800,429228169936180.5781524929055,518295773594860.81021100
104999999.99990000,28855436.79962100,113927.22944400,99999999.99950001,60507.713038,194397939719150.40694400,429228169936073.7122816500591,518295773594731.77098600
