07/16/2024	11:01:52	(analyzed:  7/16/2024)
MJD	timer	SDR:frep_TiS	fo_TiS	fb_Si_TiS	fb_Al_TiS	fb_Yb_TiS
60507.997218	24846773.000000	379043.157059	10000000.000040	640000000.001000	43726248.602400	142219674.139500
60507.997231	24847903.000000	379043.157194	10000000.000040	639999999.999000	43726249.648400	142219674.152000
60507.997243	24848958.000000	379043.156872	10000000.000030	640000000.001000	43726249.060400	142219674.158800
60507.997255	24850016.000000	379043.157036	10000000.000080	640000000.000000	43726250.025600	142219674.140600
60507.997267	24851074.000000	379043.157016	10000000.000000	640000000.004000	43726249.812700	142219674.161000
60507.997280	24852131.000000	379043.156936	10000000.000050	640000000.000000	43726249.461700	142219674.156300
60507.997292	24853192.000000	379043.157307	10000000.000120	639999999.998000	43726249.823000	142219674.153500
60507.997304	24854252.000000	379043.157118	9999999.999890	640000000.002000	43726250.301000	142219674.147200
60507.997316	24855309.000000	379043.156871	9999999.999920	640000000.002000	43726249.241800	142219674.163000
60507.997329	24856368.000000	379043.157108	10000000.000100	640000000.002000	43726250.830400	142219674.149500
60507.997341	24857423.000000	379043.156956	9999999.999960	639999999.999000	43726250.852200	142219674.148800
60507.997353	24858481.000000	379043.157011	9999999.999990	640000000.000000	43726251.019600	142219674.152600
60507.997365	24859537.000000	379043.156872	10000000.000050	640000000.002000	43726250.689600	142219674.161400
60507.997377	24860593.000000	379043.157167	10000000.000150	639999999.998000	43726251.578300	142219674.150100
60507.997390	24861647.000000	379043.157124	10000000.000070	640000000.003000	43726250.456700	142219674.154700
60507.997402	24862713.000000	379043.156976	10000000.000040	640000000.001000	43726250.100000	142219674.144300
60507.997414	24863768.000000	379043.157159	10000000.000160	640000000.001000	43726250.881500	142219674.151600
60507.997426	24864824.000000	379043.157197	10000000.000060	640000000.002000	43726251.366300	142219674.141600
60507.997439	24865880.000000	379043.157059	9999999.999990	640000000.002000	43726250.365400	142219674.152300
60507.997451	24866934.000000	379043.156917	10000000.000090	640000000.004000	43726252.545200	142219674.151400
60507.997464	24868087.000000	379043.156765	10000000.000030	639999999.998000	43726251.972700	142219674.160300
60507.997476	24869144.000000	379043.157487	9999999.999970	640000000.001000	43726252.138700	142219674.159900
60507.997489	24870201.000000	379043.156948	10000000.000000	639999999.999000	43726252.118700	142219674.138500
60507.997501	24871256.000000	379043.157029	9999999.999970	639999999.999000	43726253.026100	142219674.178100
60507.997513	24872312.000000	379043.157076	10000000.000080	639999999.999000	43726252.353600	142219674.152700
60507.997525	24873369.000000	379043.157141	10000000.000000	639999999.999000	43726252.314800	142219674.159100
60507.997538	24874424.000000	379043.156975	10000000.000130	640000000.003000	43726252.945400	142219674.151200
60507.997550	24875480.000000	379043.157211	10000000.000070	640000000.001000	43726253.213800	142219674.152700
60507.997562	24876535.000000	379043.157083	10000000.000030	639999999.998000	43726253.446000	142219674.149000
60507.997574	24877593.000000	379043.156806	9999999.999910	639999999.997000	43726252.620800	142219674.161400
60507.997586	24878648.000000	379043.157143	9999999.999870	640000000.001000	43726252.754200	142219674.141500
60507.997599	24879704.000000	379043.157183	9999999.999980	640000000.001000	43726252.363100	142219674.174400
60507.997611	24880762.000000	379043.157066	10000000.000080	640000000.003000	43726252.253300	142219674.150700
60507.997623	24881821.000000	379043.156875	10000000.000030	640000000.002000	43726253.108700	142219674.134100
60507.997636	24882923.000000	379043.157037	9999999.999830	640000000.003000	43726253.277800	142219674.160500
60507.997648	24883977.000000	379043.156905	10000000.000010	640000000.002000	43726253.173900	142219674.152200
60507.997660	24885032.000000	379043.157447	9999999.999950	639999999.999000	43726252.561000	142219674.167100
60507.997673	24886089.000000	379043.156733	9999999.999950	640000000.002000	43726253.404000	142219674.150200
60507.997685	24887146.000000	379043.156744	10000000.000000	640000000.000000	43726253.949900	142219674.147700
60507.997697	24888204.000000	379043.157420	9999999.999960	640000000.002000	43726252.853700	142219674.188600
60507.997709	24889261.000000	379043.156926	10000000.000010	640000000.001000	43726253.410900	142219674.139600
60507.997721	24890318.000000	379043.157321	10000000.000020	640000000.000000	43726253.559500	142219674.165800
60507.997734	24891373.000000	379043.157231	10000000.000010	640000000.001000	43726253.335500	142219674.127500
60507.997746	24892428.000000	379043.156770	9999999.999910	639999999.998000	43726255.283600	142219674.155100
60507.997758	24893484.000000	379043.157115	9999999.999960	640000000.002000	43726256.500200	142219674.163800
60507.997770	24894542.000000	379043.157109	10000000.000060	640000000.006000	43726255.561800	142219674.144100
60507.997783	24895598.000000	379043.157004	9999999.999970	640000000.001000	43726254.733400	142219674.161900
60507.997795	24896653.000000	379043.156904	9999999.999980	640000000.005000	43726255.271600	142219674.163200
60507.997808	24897768.000000	379043.157241	10000000.000070	640000000.002000	43726256.000200	142219674.146500
60507.997820	24898822.000000	379043.157073	9999999.999930	640000000.006000	43726256.721700	142219674.148500
60507.997832	24899879.000000	379043.157083	9999999.999970	640000000.002000	43726256.478500	142219674.148500
60507.997844	24900935.000000	379043.156986	9999999.999980	640000000.001000	43726256.871200	142219674.149100
60507.997857	24901991.000000	379043.157178	9999999.999970	639999999.998000	43726255.136800	142219674.148900
60507.997870	24903128.000000	379043.156713	10000000.000070	640000000.000000	43726255.716600	142219674.166400
60507.997882	24904182.000000	379043.157156	10000000.000100	640000000.002000	43726255.411700	142219674.133400
60507.997894	24905237.000000	379043.157389	10000000.000100	640000000.005000	43726255.348500	142219674.172100
60507.997906	24906293.000000	379043.156843	10000000.000080	640000000.003000	43726255.687700	142219674.151900
60507.997919	24907347.000000	379043.157112	9999999.999910	639999999.996000	43726256.892000	142219674.169000
60507.997931	24908402.000000	379043.156995	10000000.000040	640000000.002000	43726255.540600	142219674.149000
60507.997943	24909457.000000	379043.157282	9999999.999910	640000000.000000	43726256.843800	142219674.148200
60507.997955	24910513.000000	379043.156959	9999999.999940	639999999.999000	43726257.224000	142219674.154600
60507.997967	24911571.000000	379043.156878	9999999.999970	640000000.001000	43726258.299100	142219674.164100
60507.997980	24912627.000000	379043.157296	9999999.999890	639999999.998000	43726258.651000	142219674.156200
60507.997992	24913682.000000	379043.157293	10000000.000010	640000000.002000	43726259.241300	142219674.142200
60507.998004	24914738.000000	379043.156819	9999999.999930	640000000.003000	43726259.757500	142219674.130900
60507.998016	24915795.000000	379043.157035	10000000.000020	640000000.001000	43726259.548800	142219674.145600
60507.998029	24916851.000000	379043.156862	9999999.999960	639999999.999000	43726257.981600	142219674.156100
60507.998041	24917952.000000	379043.157406	9999999.999980	640000000.000000	43726258.278900	142219674.145600
60507.998054	24919010.000000	379043.156874	10000000.000130	640000000.003000	43726258.307200	142219674.160300
60507.998066	24920066.000000	379043.156927	9999999.999970	640000000.004000	43726257.129200	142219674.164200
60507.998078	24921123.000000	379043.157293	10000000.000100	639999999.996000	43726256.417400	142219674.144300
60507.998090	24922178.000000	379043.157025	9999999.999980	640000000.002000	43726255.309800	142219674.140900
60507.998103	24923240.000000	379043.156673	9999999.999990	640000000.005000	43726255.439200	142219674.154300
60507.998115	24924296.000000	379043.157325	10000000.000000	640000000.005000	43726255.687400	142219674.151800
60507.998127	24925352.000000	379043.156906	9999999.999990	640000000.003000	43726255.608000	142219674.158700
60507.998139	24926408.000000	379043.156969	10000000.000010	639999999.999000	43726255.415700	142219674.158000
60507.998151	24927463.000000	379043.156997	9999999.999970	640000000.001000	43726255.613900	142219674.161600
60507.998164	24928519.000000	379043.156948	10000000.000030	639999999.999000	43726254.996800	142219674.150300
60507.998176	24929575.000000	379043.156825	10000000.000020	640000000.000000	43726255.318400	142219674.153100
60507.998188	24930630.000000	379043.157344	10000000.000010	639999999.999000	43726256.916100	142219674.148700
60507.998200	24931697.000000	379043.156873	10000000.000020	639999999.999000	43726259.086200	142219674.167200
60507.998213	24932796.000000	379043.156862	9999999.999970	639999999.997000	43726259.964000	142219674.156600
60507.998225	24933851.000000	379043.157198	10000000.000100	640000000.001000	43726258.055600	142219674.176800
60507.998238	24934906.000000	379043.157251	9999999.999980	640000000.007000	43726259.660100	142219674.130500
60507.998250	24935966.000000	379043.157031	9999999.999990	639999999.998000	43726260.230300	142219674.164400
60507.998262	24937022.000000	379043.156714	9999999.999870	640000000.003000	43726258.177700	142219674.165500
60507.998274	24938083.000000	379043.157173	10000000.000080	639999999.998000	43726256.812100	142219674.148200
60507.998287	24939141.000000	379043.156873	10000000.000050	639999999.998000	43726255.576600	142219674.134000
60507.998299	24940199.000000	379043.157027	10000000.000080	639999999.998000	43726257.277600	142219674.167100
60507.998311	24941257.000000	379043.157065	9999999.999980	640000000.001000	43726257.204300	142219674.158500
60507.998323	24942312.000000	379043.157034	9999999.999940	640000000.002000	43726258.770800	142219674.162000
60507.998336	24943370.000000	379043.157269	9999999.999970	639999999.999000	43726258.841600	142219674.146900
60507.998348	24944427.000000	379043.157007	10000000.000030	640000000.004000	43726261.160800	142219674.147000
60507.998360	24945482.000000	379043.156832	10000000.000030	640000000.006000	43726260.362700	142219674.165800
60507.998372	24946542.000000	379043.156805	9999999.999910	640000000.003000	43726261.922000	142219674.153400
60507.998384	24947599.000000	379043.157244	10000000.000000	640000000.001000	43726259.268800	142219674.160200
60507.998397	24948653.000000	379043.157045	9999999.999890	640000000.000000	43726259.992300	142219674.151000
60507.998409	24949712.000000	379043.157099	9999999.999950	639999999.998000	43726258.345000	142219674.155800
60507.998421	24950767.000000	379043.156949	10000000.000070	640000000.001000	43726259.563500	142219674.162400
60507.998433	24951824.000000	379043.157181	9999999.999970	640000000.002000	43726258.659700	142219674.140200
60507.998446	24952880.000000	379043.156881	10000000.000020	639999999.999000	43726259.066300	142219674.159200
60507.998458	24953935.000000	379043.156943	10000000.000020	639999999.996000	43726259.815800	142219674.162100
60507.998470	24954990.000000	379043.156936	10000000.000060	639999999.999000	43726259.948200	142219674.160700
60507.998482	24956049.000000	379043.157295	10000000.000070	640000000.002000	43726258.927900	142219674.149100
60507.998495	24957108.000000	379043.156854	10000000.000030	640000000.000000	43726259.516500	142219674.151400
60507.998507	24958170.000000	379043.156834	9999999.999970	640000000.000000	43726258.464400	142219674.162600
60507.998519	24959229.000000	379043.157213	10000000.000090	640000000.002000	43726258.487200	142219674.165900
60507.998531	24960287.000000	379043.157083	9999999.999970	640000000.003000	43726259.482500	142219674.143600
60507.998544	24961345.000000	379043.156787	9999999.999920	639999999.997000	43726258.509600	142219674.160300
60507.998556	24962402.000000	379043.157327	9999999.999880	640000000.001000	43726258.578200	142219674.168500
60507.998568	24963457.000000	379043.156947	9999999.999950	639999999.999000	43726258.956400	142219674.151100
60507.998580	24964512.000000	379043.156939	10000000.000090	640000000.002000	43726259.952500	142219674.150100
60507.998593	24965575.000000	379043.157053	10000000.000060	639999999.999000	43726259.817800	142219674.163100
60507.998605	24966630.000000	379043.156961	10000000.000020	639999999.998000	43726260.413900	142219674.157500
60507.998617	24967685.000000	379043.157225	10000000.000060	640000000.001000	43726259.646400	142219674.152900
60507.998629	24968742.000000	379043.157067	10000000.000120	640000000.002000	43726259.472300	142219674.153900
60507.998641	24969797.000000	379043.157007	10000000.000050	640000000.000000	43726259.780900	142219674.154400
60507.998654	24970855.000000	379043.156925	10000000.000110	639999999.998000	43726259.610700	142219674.161200
60507.998666	24971912.000000	379043.157308	10000000.000090	639999999.998000	43726259.234000	142219674.151200
60507.998679	24973041.000000	379043.157006	9999999.999990	640000000.002000	43726259.083300	142219674.160200
60507.998691	24974097.000000	379043.156720	9999999.999960	639999999.998000	43726259.979000	142219674.151200
60507.998703	24975152.000000	379043.156840	10000000.000080	640000000.000000	43726259.565400	142219674.164100
60507.998716	24976212.000000	379043.157128	10000000.000100	639999999.999000	43726260.018600	142219674.165400
60507.998728	24977272.000000	379043.157376	10000000.000090	640000000.001000	43726258.707100	142219674.123100
60507.998740	24978333.000000	379043.156944	10000000.000050	640000000.001000	43726259.489800	142219674.157000
60507.998752	24979388.000000	379043.157063	9999999.999940	640000000.003000	43726259.799200	142219674.151600
60507.998765	24980445.000000	379043.157228	9999999.999960	640000000.000000	43726259.532500	142219674.148000
60507.998777	24981502.000000	379043.156937	10000000.000040	640000000.000000	43726259.333400	142219674.145300
60507.998789	24982559.000000	379043.157058	9999999.999940	640000000.001000	43726259.710400	142219674.155700
60507.998801	24983618.000000	379043.156951	9999999.999830	640000000.000000	43726260.203500	142219674.150600
60507.998814	24984674.000000	379043.157117	9999999.999880	640000000.001000	43726261.730000	142219674.129700
60507.998826	24985731.000000	379043.156969	10000000.000120	640000000.000000	43726261.691500	142219674.155100
60507.998838	24986786.000000	379043.156940	10000000.000070	640000000.003000	43726261.986900	142219674.145200
60507.998851	24987881.000000	379043.157339	10000000.000000	640000000.002000	43726261.560300	142219674.161300
60507.998863	24988937.000000	379043.156825	10000000.000000	640000000.000000	43726262.290200	142219674.144600
60507.998875	24989995.000000	379043.156859	9999999.999960	639999999.998000	43726263.233100	142219674.150600
60507.998887	24991053.000000	379043.157236	9999999.999930	640000000.003000	43726262.313400	142219674.137400
60507.998900	24992108.000000	379043.157186	10000000.000080	640000000.001000	43726262.620900	142219674.141900
60507.998912	24993165.000000	379043.156612	10000000.000050	640000000.004000	43726262.209600	142219674.166600
60507.998924	24994223.000000	379043.157144	10000000.000130	640000000.001000	43726261.838300	142219674.159100
60507.998936	24995279.000000	379043.157216	10000000.000100	640000000.003000	43726260.469300	142219674.160300
60507.998949	24996337.000000	379043.157214	9999999.999980	640000000.000000	43726260.774700	142219674.150400
60507.998961	24997394.000000	379043.157107	10000000.000020	639999999.994000	43726259.801700	142219674.161200
60507.998973	24998449.000000	379043.157079	10000000.000140	640000000.003000	43726259.778500	142219674.150200
60507.998985	24999506.000000	379043.157151	9999999.999890	639999999.998000	43726261.096100	142219674.146400
60507.998997	25000562.000000	379043.156885	10000000.000050	639999999.998000	43726259.730900	142219674.155300
60507.999010	25001621.000000	379043.157091	9999999.999900	639999999.999000	43726261.564400	142219674.163000
60507.999022	25002676.000000	379043.157022	9999999.999990	640000000.004000	43726259.865300	142219674.146000
60507.999034	25003731.000000	379043.157043	9999999.999950	640000000.002000	43726261.430700	142219674.175100
60507.999046	25004786.000000	379043.156850	10000000.000080	639999999.998000	43726261.212700	142219674.158300
60507.999059	25005842.000000	379043.157217	10000000.000010	640000000.002000	43726261.231300	142219674.147400
60507.999071	25006898.000000	379043.156979	10000000.000030	640000000.000000	43726262.154500	142219674.155600
60507.999083	25007955.000000	379043.156904	9999999.999940	640000000.002000	43726261.953000	142219674.143400
60507.999095	25009011.000000	379043.157190	9999999.999820	640000000.000000	43726260.728300	142219674.135700
60507.999107	25010065.000000	379043.156765	10000000.000050	640000000.000000	43726263.838200	142219674.145100
60507.999120	25011122.000000	379043.157164	9999999.999960	639999999.998000	43726264.343500	142219674.169400
60507.999132	25012176.000000	379043.157074	9999999.999900	640000000.000000	43726263.439000	142219674.152900
60507.999144	25013231.000000	379043.156980	10000000.000010	639999999.999000	43726263.252600	142219674.157200
60507.999156	25014289.000000	379043.157194	10000000.000130	640000000.004000	43726263.305500	142219674.146200
60507.999169	25015346.000000	379043.156828	10000000.000020	640000000.000000	43726263.663400	142219674.160400
60507.999181	25016403.000000	379043.157265	10000000.000000	639999999.997000	43726263.060200	142219674.141000
60507.999193	25017460.000000	379043.157034	10000000.000020	639999999.998000	43726262.529900	142219674.156400
60507.999205	25018520.000000	379043.157132	9999999.999940	640000000.005000	43726262.189900	142219674.166400
60507.999218	25019576.000000	379043.156745	10000000.000100	639999999.997000	43726262.052100	142219674.165100
60507.999230	25020634.000000	379043.157028	10000000.000080	640000000.000000	43726262.512600	142219674.145300
60507.999242	25021692.000000	379043.157199	10000000.000100	640000000.003000	43726262.506700	142219674.149200
60507.999254	25022748.000000	379043.157169	9999999.999990	640000000.001000	43726263.504300	142219674.158700
60507.999267	25023806.000000	379043.156863	10000000.000140	639999999.999000	43726264.320500	142219674.147300
60507.999279	25024862.000000	379043.156929	9999999.999930	640000000.003000	43726264.248200	142219674.149700
60507.999291	25025918.000000	379043.157306	10000000.000090	639999999.998000	43726264.162300	142219674.167300
60507.999303	25026975.000000	379043.157025	9999999.999880	640000000.001000	43726265.821800	142219674.134800
60507.999316	25028076.000000	379043.156947	10000000.000030	639999999.999000	43726263.729900	142219674.149700
60507.999328	25029134.000000	379043.156866	9999999.999930	640000000.004000	43726264.554900	142219674.146700
60507.999340	25030191.000000	379043.157349	10000000.000070	639999999.999000	43726263.427500	142219674.170900
60507.999353	25031247.000000	379043.157079	10000000.000030	640000000.001000	43726264.174500	142219674.137700
60507.999365	25032303.000000	379043.156895	9999999.999980	639999999.996000	43726265.468000	142219674.161200
60507.999381	25033717.000000	379043.156963	9999999.999980	640000000.005000	43726267.705900	142219674.162700
60507.999393	25034774.000000	379043.157194	10000000.000030	639999999.998000	43726266.364400	142219674.156100
60507.999406	25035832.000000	379043.156907	9999999.999940	640000000.001000	43726266.456200	142219674.168500
60507.999418	25036889.000000	379043.157012	10000000.000090	640000000.001000	43726266.609000	142219674.145600
60507.999430	25037944.000000	379043.156986	10000000.000020	639999999.996000	43726266.119600	142219674.154100
60507.999442	25038999.000000	379043.156910	10000000.000000	640000000.004000	43726266.118200	142219674.155000
60507.999455	25040054.000000	379043.157023	10000000.000070	639999999.997000	43726266.653700	142219674.156200
60507.999467	25041111.000000	379043.157214	9999999.999950	640000000.001000	43726268.043600	142219674.161000
60507.999479	25042166.000000	379043.156927	10000000.000010	640000000.005000	43726269.789800	142219674.146800
60507.999492	25043293.000000	379043.157249	10000000.000040	640000000.002000	43726267.982700	142219674.172100
60507.999504	25044350.000000	379043.157009	9999999.999900	639999999.999000	43726267.806500	142219674.160100
60507.999517	25045407.000000	379043.156995	10000000.000000	640000000.000000	43726267.834600	142219674.150500
60507.999529	25046463.000000	379043.156895	9999999.999940	639999999.999000	43726266.382900	142219674.157600
60507.999541	25047520.000000	379043.156964	9999999.999910	640000000.000000	43726267.580400	142219674.154100
60507.999553	25048578.000000	379043.157037	9999999.999980	640000000.000000	43726267.946600	142219674.163200
60507.999565	25049636.000000	379043.157188	9999999.999990	640000000.002000	43726266.912400	142219674.158600
60507.999578	25050696.000000	379043.156628	9999999.999980	640000000.000000	43726267.107200	142219674.157100
60507.999590	25051756.000000	379043.156947	9999999.999890	639999999.997000	43726268.273300	142219674.144500
60507.999602	25052811.000000	379043.157337	10000000.000010	640000000.001000	43726266.145700	142219674.150000
60507.999614	25053869.000000	379043.157309	10000000.000100	640000000.003000	43726267.116600	142219674.150300
60507.999627	25054924.000000	379043.156920	10000000.000020	640000000.000000	43726266.960300	142219674.159600
60507.999639	25055979.000000	379043.156660	10000000.000150	640000000.001000	43726267.067300	142219674.156500
60507.999651	25057038.000000	379043.157498	10000000.000080	640000000.006000	43726265.846800	142219674.164200
60507.999664	25058137.000000	379043.156922	9999999.999990	639999999.999000	43726266.618900	142219674.148100
60507.999676	25059194.000000	379043.156853	10000000.000010	640000000.004000	43726267.675600	142219674.150300
60507.999688	25060253.000000	379043.156970	10000000.000080	639999999.998000	43726268.132600	142219674.160500
60507.999701	25061308.000000	379043.157378	9999999.999950	640000000.002000	43726269.157600	142219674.160000
60507.999713	25062362.000000	379043.156795	10000000.000000	640000000.001000	43726269.262300	142219674.154900
60507.999725	25063422.000000	379043.156936	10000000.000120	639999999.998000	43726268.593500	142219674.147200
60507.999737	25064476.000000	379043.157233	10000000.000000	639999999.997000	43726268.890700	142219674.160300
60507.999749	25065532.000000	379043.157275	10000000.000080	640000000.001000	43726269.307000	142219674.155400
60507.999762	25066590.000000	379043.156620	10000000.000070	640000000.002000	43726270.013600	142219674.152700
60507.999774	25067647.000000	379043.157067	9999999.999890	640000000.000000	43726270.154100	142219674.166000
60507.999786	25068703.000000	379043.156939	10000000.000000	639999999.999000	43726269.287200	142219674.151500
60507.999798	25069759.000000	379043.157412	10000000.000040	639999999.999000	43726268.016800	142219674.153300
60507.999811	25070816.000000	379043.157016	10000000.000010	640000000.002000	43726268.108100	142219674.149200
60507.999823	25071873.000000	379043.156597	10000000.000040	640000000.002000	43726266.735600	142219674.168500
60507.999836	25072999.000000	379043.157043	9999999.999920	639999999.996000	43726266.609900	142219674.130100
60507.999848	25074057.000000	379043.157326	10000000.000130	640000000.003000	43726268.708700	142219674.153000
60507.999860	25075113.000000	379043.157006	9999999.999940	639999999.998000	43726269.596100	142219674.166900
60507.999873	25076168.000000	379043.156949	9999999.999910	640000000.002000	43726267.589300	142219674.161600
60507.999885	25077226.000000	379043.157025	9999999.999940	640000000.003000	43726269.394400	142219674.157200
60507.999898	25078370.000000	379043.156826	9999999.999970	640000000.003000	43726272.494400	142219674.148000
60507.999910	25079427.000000	379043.157096	9999999.999950	640000000.002000	43726272.566800	142219674.149300
60507.999923	25080485.000000	379043.157138	9999999.999960	639999999.995000	43726271.370600	142219674.172900
60507.999935	25081540.000000	379043.157151	10000000.000010	640000000.000000	43726271.780800	142219674.147200
60507.999947	25082594.000000	379043.156999	9999999.999980	639999999.999000	43726271.517300	142219674.133800
60507.999959	25083649.000000	379043.156856	9999999.999990	640000000.001000	43726272.148100	142219674.148300
60507.999971	25084705.000000	379043.156944	9999999.999980	640000000.002000	43726270.252600	142219674.142300
60507.999984	25085761.000000	379043.157372	10000000.000000	640000000.000000	43726269.589100	142219674.137600
60507.999996	25086817.000000	379043.156753	9999999.999980	639999999.998000	43726269.810900	142219674.145300
60508.000008	25087872.000000	379043.157010	10000000.000090	640000000.001000	43726271.323800	142219674.131800
60508.000020	25088930.000000	379043.157124	9999999.999960	640000000.004000	43726270.512400	142219674.173400
60508.000032	25089986.000000	379043.156750	10000000.000020	639999999.994000	43726270.150400	142219674.140600
60508.000045	25091042.000000	379043.157417	9999999.999930	640000000.002000	43726270.831000	142219674.155600
60508.000057	25092098.000000	379043.157021	10000000.000060	640000000.000000	43726271.684700	142219674.168500
60508.000069	25093181.000000	379043.157259	10000000.000090	640000000.006000	43726272.013400	142219674.147100
60508.000082	25094237.000000	379043.156947	9999999.999840	639999999.998000	43726271.704500	142219674.172100
60508.000094	25095294.000000	379043.157064	9999999.999820	639999999.997000	43726271.497800	142219674.145100
60508.000106	25096350.000000	379043.156931	10000000.000030	640000000.002000	43726270.872200	142219674.164800
60508.000118	25097404.000000	379043.157203	10000000.000050	640000000.003000	43726271.411100	142219674.158400
60508.000131	25098467.000000	379043.157116	9999999.999940	640000000.003000	43726271.912800	142219674.141800
60508.000143	25099521.000000	379043.156646	9999999.999980	639999999.998000	43726272.606500	142219674.160200
60508.000155	25100578.000000	379043.157231	9999999.999940	640000000.000000	43726272.650000	142219674.174700
60508.000167	25101633.000000	379043.157057	10000000.000000	640000000.000000	43726271.941800	142219674.157600
60508.000180	25102689.000000	379043.156996	10000000.000060	640000000.000000	43726273.370900	142219674.143600
60508.000192	25103746.000000	379043.156876	9999999.999860	639999999.998000	43726273.031000	142219674.164600
60508.000204	25104801.000000	379043.157175	10000000.000110	640000000.000000	43726274.600300	142219674.139400
60508.000216	25105857.000000	379043.157023	9999999.999890	639999999.999000	43726275.740000	142219674.134600
60508.000228	25106913.000000	379043.156975	10000000.000060	640000000.003000	43726276.388300	142219674.140700
60508.000241	25108022.000000	379043.156590	9999999.999880	640000000.001000	43726277.323400	142219674.147700
60508.000253	25109079.000000	379043.157060	10000000.000020	640000000.003000	43726276.936900	142219674.139300
60508.000266	25110137.000000	379043.157219	10000000.000020	640000000.006000	43726277.280000	142219674.134800
60508.000278	25111193.000000	379043.157144	10000000.000100	640000000.001000	43726277.285900	142219674.158700
60508.000290	25112250.000000	379043.156893	10000000.000060	639999999.999000	43726275.727600	142219674.156700
60508.000304	25113410.000000	379043.157066	10000000.000060	640000000.002000	43726274.758700	142219674.154000
60508.000316	25114466.000000	379043.157016	9999999.999950	639999999.999000	43726274.178300	142219674.145300
60508.000328	25115523.000000	379043.156926	10000000.000040	640000000.002000	43726274.372500	142219674.157000
60508.000340	25116580.000000	379043.157137	9999999.999960	640000000.000000	43726274.275500	142219674.163300
60508.000352	25117633.000000	379043.157050	10000000.000000	640000000.001000	43726275.070600	142219674.155500
60508.000365	25118688.000000	379043.156778	9999999.999970	640000000.001000	43726276.087700	142219674.145700
60508.000377	25119745.000000	379043.157255	9999999.999980	640000000.001000	43726275.287400	142219674.160100
60508.000389	25120804.000000	379043.157110	10000000.000010	640000000.001000	43726274.884000	142219674.153000
60508.000401	25121860.000000	379043.157080	9999999.999970	640000000.000000	43726275.094800	142219674.158500
60508.000415	25123035.000000	379043.156892	10000000.000020	640000000.000000	43726274.830600	142219674.157900
60508.000427	25124090.000000	379043.157025	9999999.999970	640000000.000000	43726275.043900	142219674.164500
60508.000439	25125147.000000	379043.157084	10000000.000110	639999999.999000	43726274.291600	142219674.144900
60508.000452	25126204.000000	379043.157002	10000000.000110	639999999.998000	43726275.614100	142219674.145300
60508.000464	25127263.000000	379043.157347	9999999.999990	640000000.001000	43726275.125400	142219674.159600
60508.000477	25128424.000000	379043.156886	10000000.000060	639999999.999000	43726274.490800	142219674.153500
60508.000490	25129481.000000	379043.156847	10000000.000080	640000000.001000	43726277.127100	142219674.161300
60508.000502	25130538.000000	379043.156906	10000000.000070	639999999.998000	43726275.368300	142219674.155100
60508.000514	25131594.000000	379043.157029	9999999.999950	640000000.004000	43726275.430300	142219674.146700
60508.000526	25132650.000000	379043.157297	10000000.000100	639999999.999000	43726277.004800	142219674.159300
60508.000539	25133708.000000	379043.156881	9999999.999900	640000000.002000	43726275.310000	142219674.148300
60508.000551	25134765.000000	379043.156814	10000000.000070	640000000.003000	43726274.316200	142219674.161400
60508.000563	25135820.000000	379043.157230	9999999.999930	640000000.000000	43726273.792400	142219674.148900
60508.000575	25136875.000000	379043.156830	9999999.999950	640000000.001000	43726274.806800	142219674.161800
60508.000587	25137932.000000	379043.157051	10000000.000120	640000000.003000	43726274.647200	142219674.160400
60508.000600	25138989.000000	379043.157032	10000000.000140	639999999.999000	43726274.919700	142219674.126800
60508.000612	25140045.000000	379043.157071	10000000.000010	640000000.003000	43726275.885200	142219674.154800
60508.000624	25141102.000000	379043.156884	9999999.999960	639999999.998000	43726276.271500	142219674.151500
60508.000636	25142158.000000	379043.156910	9999999.999970	639999999.998000	43726276.253400	142219674.161200
60508.000650	25143308.000000	379043.157019	10000000.000080	640000000.003000	43726277.292900	142219674.151600
60508.000662	25144366.000000	379043.156914	9999999.999990	639999999.996000	43726276.305000	142219674.143300
60508.000674	25145424.000000	379043.157003	9999999.999980	640000000.002000	43726276.379200	142219674.139700
60508.000686	25146482.000000	379043.157083	10000000.000000	639999999.999000	43726277.026400	142219674.171200
60508.000699	25147538.000000	379043.157051	10000000.000100	640000000.001000	43726277.825300	142219674.161800
60508.000711	25148606.000000	379043.157003	10000000.000050	640000000.001000	43726276.872600	142219674.150900
60508.000723	25149662.000000	379043.156905	10000000.000070	640000000.002000	43726278.951800	142219674.153600
60508.000735	25150720.000000	379043.157115	10000000.000080	640000000.003000	43726278.099200	142219674.152100
60508.000748	25151778.000000	379043.157201	10000000.000140	639999999.998000	43726276.595200	142219674.152900
60508.000760	25152834.000000	379043.156752	9999999.999990	640000000.002000	43726278.661300	142219674.173200
60508.000772	25153890.000000	379043.156892	10000000.000020	639999999.997000	43726277.616000	142219674.146300
60508.000784	25154945.000000	379043.157024	10000000.000020	640000000.001000	43726278.959100	142219674.158300
60508.000797	25156002.000000	379043.157229	9999999.999940	640000000.001000	43726279.161200	142219674.158000
60508.000809	25157057.000000	379043.157071	10000000.000010	640000000.000000	43726278.038800	142219674.155500
60508.000821	25158113.000000	379043.156980	10000000.000020	639999999.996000	43726277.621500	142219674.159200
60508.000833	25159171.000000	379043.157085	9999999.999960	640000000.002000	43726279.885500	142219674.148100
60508.000845	25160226.000000	379043.156859	9999999.999880	639999999.998000	43726278.706900	142219674.149000
