# Readme Information 
# Data taken on 240426, analyzed on 30-Apr-2024 by  SaveShifts_forTara_v3_240429.m.
# Gravitational Redshift Corrected to Marker on floor of 1G104 labeled 811G104 
# Frhy778 zers.
# v_yb_ideal=2*v_comb+f_shift 
# f_shift includes: Blackbody radation based on real time temperature measurement (avg shift = -1.2130), 2nd order zeeman based on real time B field measurement by atoms (avg shift = -0.0620), background gas collisions (avg shift = -0.0016), lattice AC stark shift (avg shift = -0.0007), probe AC stark shift (avg shift = 0.0000), graviational red shift (avg shift = 0.0803), and AOMs between atoms and combs (shift of 63000000)
# Run Duration 1.234323e+04 s, uptime fraction 9.346147e-01. 
 t_mjd	   f_shift[Hz]  	IS_GOOD
   6.0426867745140000e+04	   6.3000001203471445e+07	   1.0000000000000000e+00	
   6.0426867758610002e+04	   6.3000001203494482e+07	   1.0000000000000000e+00	
   6.0426867772070000e+04	   6.3000001203508072e+07	   1.0000000000000000e+00	
   6.0426867785529997e+04	   6.3000001203518294e+07	   1.0000000000000000e+00	
   6.0426867799000000e+04	   6.3000001203513823e+07	   1.0000000000000000e+00	
   6.0426867812450000e+04	   6.3000001203512877e+07	   1.0000000000000000e+00	
   6.0426867825909998e+04	   6.3000001203495950e+07	   1.0000000000000000e+00	
   6.0426867839370003e+04	   6.3000001203491546e+07	   1.0000000000000000e+00	
   6.0426867852830001e+04	   6.3000001203482352e+07	   1.0000000000000000e+00	
   6.0426867866280001e+04	   6.3000001203504324e+07	   1.0000000000000000e+00	
   6.0426867879750003e+04	   6.3000001203557514e+07	   1.0000000000000000e+00	
   6.0426867893199997e+04	   6.3000001203591280e+07	   1.0000000000000000e+00	
   6.0426867906660002e+04	   6.3000001203621753e+07	   1.0000000000000000e+00	
   6.0426867920129996e+04	   6.3000001203617319e+07	   1.0000000000000000e+00	
   6.0426867933590001e+04	   6.3000001203577951e+07	   1.0000000000000000e+00	
   6.0426867947049999e+04	   6.3000001203539461e+07	   1.0000000000000000e+00	
   6.0426867960509997e+04	   6.3000001203514278e+07	   1.0000000000000000e+00	
   6.0426867973990004e+04	   6.3000001203480922e+07	   1.0000000000000000e+00	
   6.0426867987420002e+04	   6.3000001203446418e+07	   1.0000000000000000e+00	
   6.0426868000870003e+04	   6.3000001203399584e+07	   1.0000000000000000e+00	
   6.0426868014350002e+04	   6.3000001203349195e+07	   1.0000000000000000e+00	
   6.0426868027810000e+04	   6.3000001203339808e+07	   1.0000000000000000e+00	
   6.0426868041269998e+04	   6.3000001203385629e+07	   1.0000000000000000e+00	
   6.0426868054730003e+04	   6.3000001203422412e+07	   1.0000000000000000e+00	
   6.0426868068199998e+04	   6.3000001203449987e+07	   1.0000000000000000e+00	
   6.0426868081649998e+04	   6.3000001203476071e+07	   1.0000000000000000e+00	
   6.0426868095110003e+04	   6.3000001203501679e+07	   1.0000000000000000e+00	
   6.0426868108570001e+04	   6.3000001203530878e+07	   1.0000000000000000e+00	
   6.0426868122020001e+04	   6.3000001203560546e+07	   1.0000000000000000e+00	
   6.0426868135490004e+04	   6.3000001203548543e+07	   1.0000000000000000e+00	
   6.0426868148939997e+04	   6.3000001203493789e+07	   1.0000000000000000e+00	
   6.0426868162400002e+04	   6.3000001203441590e+07	   1.0000000000000000e+00	
   6.0426868175860000e+04	   6.3000001203417473e+07	   1.0000000000000000e+00	
   6.0426868189310000e+04	   6.3000001203399517e+07	   1.0000000000000000e+00	
   6.0426868202780002e+04	   6.3000001203389242e+07	   1.0000000000000000e+00	
   6.0426868216249997e+04	   6.3000001203373045e+07	   1.0000000000000000e+00	
   6.0426868229710002e+04	   6.3000001203359902e+07	   1.0000000000000000e+00	
   6.0426868243170000e+04	   6.3000001203348659e+07	   1.0000000000000000e+00	
   6.0426868256629998e+04	   6.3000001203352422e+07	   1.0000000000000000e+00	
   6.0426868270079998e+04	   6.3000001203362279e+07	   1.0000000000000000e+00	
   6.0426868283540003e+04	   6.3000001203377895e+07	   1.0000000000000000e+00	
   6.0426868296989996e+04	   6.3000001203387648e+07	   1.0000000000000000e+00	
   6.0426868310450001e+04	   6.3000001203391448e+07	   1.0000000000000000e+00	
   6.0426868323900002e+04	   6.3000001203414150e+07	   1.0000000000000000e+00	
   6.0426868337380001e+04	   6.3000001203445815e+07	   1.0000000000000000e+00	
   6.0426868350839999e+04	   6.3000001203476101e+07	   1.0000000000000000e+00	
   6.0426868364290000e+04	   6.3000001203532577e+07	   1.0000000000000000e+00	
   6.0426868377760002e+04	   6.3000001203574419e+07	   1.0000000000000000e+00	
   6.0426868391219999e+04	   6.3000001203609772e+07	   1.0000000000000000e+00	
   6.0426868404679997e+04	   6.3000001203626424e+07	   1.0000000000000000e+00	
   6.0426868418140002e+04	   6.3000001203632534e+07	   1.0000000000000000e+00	
   6.0426868431600000e+04	   6.3000001203643046e+07	   1.0000000000000000e+00	
   6.0426868445059998e+04	   6.3000001203669980e+07	   1.0000000000000000e+00	
   6.0426868458520003e+04	   6.3000001203663990e+07	   1.0000000000000000e+00	
   6.0426868471980000e+04	   6.3000001203621469e+07	   1.0000000000000000e+00	
   6.0426868485469997e+04	   6.3000001203577437e+07	   1.0000000000000000e+00	
   6.0426868498900003e+04	   6.3000001203564741e+07	   1.0000000000000000e+00	
   6.0426868512350004e+04	   6.3000001203510620e+07	   1.0000000000000000e+00	
   6.0426868525899998e+04	   6.3000001203440860e+07	   1.0000000000000000e+00	
   6.0426868539410003e+04	   6.3000001203392379e+07	   1.0000000000000000e+00	
   6.0426868552729997e+04	   6.3000001203357421e+07	   1.0000000000000000e+00	
   6.0426868566379999e+04	   6.3000001203348853e+07	   1.0000000000000000e+00	
   6.0426868579659997e+04	   6.3000001203396007e+07	   1.0000000000000000e+00	
   6.0426868593159998e+04	   6.3000001203438886e+07	   1.0000000000000000e+00	
   6.0426868606570002e+04	   6.3000001203466758e+07	   1.0000000000000000e+00	
   6.0426868620150002e+04	   6.3000001203519411e+07	   1.0000000000000000e+00	
   6.0426868633480000e+04	   6.3000001203585804e+07	   1.0000000000000000e+00	
   6.0426868646939998e+04	   6.3000001203643203e+07	   1.0000000000000000e+00	
   6.0426868660410000e+04	   6.3000001203666158e+07	   1.0000000000000000e+00	
   6.0426868673860001e+04	   6.3000001203676090e+07	   1.0000000000000000e+00	
   6.0426868687349997e+04	   6.3000001203642674e+07	   1.0000000000000000e+00	
   6.0426868700799998e+04	   6.3000001203602888e+07	   1.0000000000000000e+00	
   6.0426868714260003e+04	   6.3000001203532808e+07	   1.0000000000000000e+00	
   6.0426868727740002e+04	   6.3000001203507587e+07	   1.0000000000000000e+00	
   6.0426868741170001e+04	   6.3000001203493997e+07	   1.0000000000000000e+00	
   6.0426868754640003e+04	   6.3000001203538805e+07	   1.0000000000000000e+00	
   6.0426868768089997e+04	   6.3000001203489818e+07	   1.0000000000000000e+00	
   6.0426868781550002e+04	   6.3000001203496233e+07	   1.0000000000000000e+00	
   6.0426868795009999e+04	   6.3000001203550629e+07	   1.0000000000000000e+00	
   6.0426868808460000e+04	   6.3000001203584254e+07	   1.0000000000000000e+00	
   6.0426868821930002e+04	   6.3000001203597091e+07	   1.0000000000000000e+00	
   6.0426868835380003e+04	   6.3000001203580968e+07	   1.0000000000000000e+00	
   6.0426868848849997e+04	   6.3000001203552067e+07	   1.0000000000000000e+00	
   6.0426868862310002e+04	   6.3000001203545295e+07	   1.0000000000000000e+00	
   6.0426868875760003e+04	   6.3000001203548856e+07	   1.0000000000000000e+00	
   6.0426868889229998e+04	   6.3000001203561619e+07	   1.0000000000000000e+00	
   6.0426868902679998e+04	   6.3000001203569412e+07	   1.0000000000000000e+00	
   6.0426868916140003e+04	   6.3000001203556456e+07	   1.0000000000000000e+00	
   6.0426868929600001e+04	   6.3000001203520551e+07	   1.0000000000000000e+00	
   6.0426868943050002e+04	   6.3000001203498647e+07	   1.0000000000000000e+00	
   6.0426868956519997e+04	   6.3000001203477606e+07	   1.0000000000000000e+00	
   6.0426868969989999e+04	   6.3000001203438811e+07	   1.0000000000000000e+00	
   6.0426868983449996e+04	   6.3000001203392364e+07	   1.0000000000000000e+00	
   6.0426868996899997e+04	   6.3000001203366794e+07	   1.0000000000000000e+00	
   6.0426869010369999e+04	   6.3000001203379400e+07	   1.0000000000000000e+00	
   6.0426869023829997e+04	   6.3000001203395553e+07	   1.0000000000000000e+00	
   6.0426869037310003e+04	   6.3000001203411438e+07	   1.0000000000000000e+00	
   6.0426869050750000e+04	   6.3000001203452572e+07	   1.0000000000000000e+00	
   6.0426869064220002e+04	   6.3000001203519523e+07	   1.0000000000000000e+00	
   6.0426869077670002e+04	   6.3000001203552566e+07	   1.0000000000000000e+00	
   6.0426869091120003e+04	   6.3000001203534462e+07	   1.0000000000000000e+00	
   6.0426869104589998e+04	   6.3000001203489393e+07	   1.0000000000000000e+00	
   6.0426869118050003e+04	   6.3000001203405365e+07	   1.0000000000000000e+00	
   6.0426869131500003e+04	   6.3000001203318700e+07	   1.0000000000000000e+00	
   6.0426869144960001e+04	   6.3000001203242958e+07	   1.0000000000000000e+00	
   6.0426869158419999e+04	   6.3000001203222975e+07	   1.0000000000000000e+00	
   6.0426869172010003e+04	   6.3000001203252375e+07	   1.0000000000000000e+00	
   6.0426869185329997e+04	   6.3000001203282386e+07	   1.0000000000000000e+00	
   6.0426869198810004e+04	   6.3000001203311831e+07	   1.0000000000000000e+00	
   6.0426869212270001e+04	   6.3000001203366168e+07	   1.0000000000000000e+00	
   6.0426869225720002e+04	   6.3000001203458086e+07	   1.0000000000000000e+00	
   6.0426869239180000e+04	   6.3000001203529596e+07	   1.0000000000000000e+00	
   6.0426869252639997e+04	   6.3000001203579418e+07	   1.0000000000000000e+00	
   6.0426869266100002e+04	   6.3000001203609809e+07	   1.0000000000000000e+00	
   6.0426869279569997e+04	   6.3000001203600198e+07	   1.0000000000000000e+00	
   6.0426869293019998e+04	   6.3000001203588106e+07	   1.0000000000000000e+00	
   6.0426869306480003e+04	   6.3000001203563094e+07	   1.0000000000000000e+00	
   6.0426869319940000e+04	   6.3000001203565411e+07	   1.0000000000000000e+00	
   6.0426869333410003e+04	   6.3000001203598998e+07	   1.0000000000000000e+00	
   6.0426869346849999e+04	   6.3000001203611411e+07	   1.0000000000000000e+00	
   6.0426869360320001e+04	   6.3000001203610785e+07	   1.0000000000000000e+00	
   6.0426869373770001e+04	   6.3000001203615941e+07	   1.0000000000000000e+00	
   6.0426869387229999e+04	   6.3000001203618117e+07	   1.0000000000000000e+00	
   6.0426869400689997e+04	   6.3000001203633495e+07	   1.0000000000000000e+00	
   6.0426869414180001e+04	   6.3000001203655422e+07	   1.0000000000000000e+00	
   6.0426869427610000e+04	   6.3000001203647822e+07	   1.0000000000000000e+00	
   6.0426869441089999e+04	   6.3000001203609854e+07	   1.0000000000000000e+00	
   6.0426869454530002e+04	   6.3000001203581214e+07	   1.0000000000000000e+00	
   6.0426869468010002e+04	   6.3000001203570232e+07	   1.0000000000000000e+00	
   6.0426869481440001e+04	   6.3000001203544430e+07	   1.0000000000000000e+00	
   6.0426869494929997e+04	   6.3000001203523211e+07	   1.0000000000000000e+00	
   6.0426869508379998e+04	   6.3000001203501306e+07	   1.0000000000000000e+00	
   6.0426869521850000e+04	   6.3000001203478344e+07	   1.0000000000000000e+00	
   6.0426869535290003e+04	   6.3000001203467719e+07	   1.0000000000000000e+00	
   6.0426869548889998e+04	   6.3000001203489266e+07	   1.0000000000000000e+00	
   6.0426869562209999e+04	   6.3000001203511007e+07	   1.0000000000000000e+00	
   6.0426869575700002e+04	   6.3000001203529477e+07	   1.0000000000000000e+00	
   6.0426869589139998e+04	   6.3000001203552529e+07	   1.0000000000000000e+00	
   6.0426869602580002e+04	   6.3000001203562215e+07	   1.0000000000000000e+00	
   6.0426869616049997e+04	   6.3000001203583717e+07	   1.0000000000000000e+00	
   6.0426869629510002e+04	   6.3000001203588463e+07	   1.0000000000000000e+00	
   6.0426869642969999e+04	   6.3000001203594126e+07	   1.0000000000000000e+00	
   6.0426869656429997e+04	   6.3000001203576125e+07	   1.0000000000000000e+00	
   6.0426869669899999e+04	   6.3000001203557819e+07	   1.0000000000000000e+00	
   6.0426869683329998e+04	   6.3000001203516796e+07	   1.0000000000000000e+00	
   6.0426869696800000e+04	   6.3000001203513823e+07	   1.0000000000000000e+00	
   6.0426869710250001e+04	   6.3000001203529216e+07	   1.0000000000000000e+00	
   6.0426869723730000e+04	   6.3000001203532510e+07	   1.0000000000000000e+00	
   6.0426869737200002e+04	   6.3000001203529947e+07	   1.0000000000000000e+00	
   6.0426869750669997e+04	   6.3000001203535646e+07	   1.0000000000000000e+00	
   6.0426869764119998e+04	   6.3000001203525051e+07	   1.0000000000000000e+00	
   6.0426869777569998e+04	   6.3000001203527145e+07	   1.0000000000000000e+00	
   6.0426869791079997e+04	   6.3000001203534223e+07	   1.0000000000000000e+00	
   6.0426869804540001e+04	   6.3000001203532189e+07	   1.0000000000000000e+00	
   6.0426869818009996e+04	   6.3000001203516789e+07	   1.0000000000000000e+00	
   6.0426869831490003e+04	   6.3000001203501143e+07	   1.0000000000000000e+00	
   6.0426869844890003e+04	   6.3000001203495875e+07	   1.0000000000000000e+00	
   6.0426869858320002e+04	   6.3000001203492239e+07	   1.0000000000000000e+00	
   6.0426869871780000e+04	   6.3000001203495875e+07	   1.0000000000000000e+00	
   6.0426869885270004e+04	   6.3000001203503840e+07	   1.0000000000000000e+00	
   6.0426869898730001e+04	   6.3000001203519538e+07	   1.0000000000000000e+00	
   6.0426869912160000e+04	   6.3000001203507714e+07	   1.0000000000000000e+00	
   6.0426869925619998e+04	   6.3000001203503400e+07	   1.0000000000000000e+00	
   6.0426869939069999e+04	   6.3000001203498207e+07	   1.0000000000000000e+00	
   6.0426869952549998e+04	   6.3000001203570649e+07	   1.0000000000000000e+00	
   6.0426869966010003e+04	   6.3000001203584880e+07	   1.0000000000000000e+00	
   6.0426869979449999e+04	   6.3000001203601010e+07	   1.0000000000000000e+00	
   6.0426869992929998e+04	   6.3000001203601070e+07	   1.0000000000000000e+00	
   6.0426870006379999e+04	   6.3000001203594133e+07	   1.0000000000000000e+00	
   6.0426870019839997e+04	   6.3000001203567140e+07	   1.0000000000000000e+00	
   6.0426870033289997e+04	   6.3000001203531258e+07	   1.0000000000000000e+00	
   6.0426870046759999e+04	   6.3000001203491718e+07	   1.0000000000000000e+00	
   6.0426870060210000e+04	   6.3000001203450173e+07	   1.0000000000000000e+00	
   6.0426870073680002e+04	   6.3000001203435026e+07	   1.0000000000000000e+00	
   6.0426870087149997e+04	   6.3000001203455269e+07	   1.0000000000000000e+00	
   6.0426870100599997e+04	   6.3000001203467876e+07	   1.0000000000000000e+00	
   6.0426870114060002e+04	   6.3000001203475095e+07	   1.0000000000000000e+00	
   6.0426870127529997e+04	   6.3000001203502283e+07	   1.0000000000000000e+00	
   6.0426870140979998e+04	   6.3000001203556135e+07	   1.0000000000000000e+00	
   6.0426870154420001e+04	   6.3000001203609675e+07	   1.0000000000000000e+00	
   6.0426870167890003e+04	   6.3000001203654654e+07	   1.0000000000000000e+00	
   6.0426870181339997e+04	   6.3000001203675650e+07	   1.0000000000000000e+00	
   6.0426870194820003e+04	   6.3000001203656882e+07	   1.0000000000000000e+00	
   6.0426870208269997e+04	   6.3000001203647666e+07	   1.0000000000000000e+00	
   6.0426870221739999e+04	   6.3000001203643635e+07	   1.0000000000000000e+00	
   6.0426870235199996e+04	   6.3000001203633189e+07	   1.0000000000000000e+00	
   6.0426870248669999e+04	   6.3000001203603595e+07	   1.0000000000000000e+00	
   6.0426870262110002e+04	   6.3000001203583524e+07	   1.0000000000000000e+00	
   6.0426870275590001e+04	   6.3000001203580208e+07	   1.0000000000000000e+00	
   6.0426870289040002e+04	   6.3000001203584842e+07	   1.0000000000000000e+00	
   6.0426870302509997e+04	   6.3000001203602716e+07	   1.0000000000000000e+00	
   6.0426870315940003e+04	   6.3000001203614272e+07	   1.0000000000000000e+00	
   6.0426870329409998e+04	   6.3000001203644089e+07	   1.0000000000000000e+00	
   6.0426870342880000e+04	   6.3000001203643821e+07	   1.0000000000000000e+00	
   6.0426870356369996e+04	   6.3000001203624770e+07	   1.0000000000000000e+00	
   6.0426870369850003e+04	   6.3000001203602158e+07	   1.0000000000000000e+00	
   6.0426870383260000e+04	   6.3000001203587219e+07	   1.0000000000000000e+00	
   6.0426870396710001e+04	   6.3000001203553207e+07	   1.0000000000000000e+00	
   6.0426870410180003e+04	   6.3000001203536615e+07	   1.0000000000000000e+00	
   6.0426870423649998e+04	   6.3000001203516088e+07	   1.0000000000000000e+00	
   6.0426870437090001e+04	   6.3000001203501359e+07	   1.0000000000000000e+00	
   6.0426870450560004e+04	   6.3000001203505121e+07	   1.0000000000000000e+00	
   6.0426870464020001e+04	   6.3000001203552276e+07	   1.0000000000000000e+00	
   6.0426870477459997e+04	   6.3000001203579783e+07	   1.0000000000000000e+00	
   6.0426870490920002e+04	   6.3000001203610539e+07	   1.0000000000000000e+00	
   6.0426870504389997e+04	   6.3000001203617521e+07	   1.0000000000000000e+00	
   6.0426870517839998e+04	   6.3000001203609183e+07	   1.0000000000000000e+00	
   6.0426870531310000e+04	   6.3000001203589112e+07	   1.0000000000000000e+00	
   6.0426870544789999e+04	   6.3000001203574635e+07	   1.0000000000000000e+00	
   6.0426870558219998e+04	   6.3000001203550257e+07	   1.0000000000000000e+00	
   6.0426870571699998e+04	   6.3000001203518994e+07	   1.0000000000000000e+00	
   6.0426870585149998e+04	   6.3000001203484580e+07	   1.0000000000000000e+00	
   6.0426870598629997e+04	   6.3000001203449801e+07	   1.0000000000000000e+00	
   6.0426870612079998e+04	   6.3000001203448437e+07	   1.0000000000000000e+00	
   6.0426870625529999e+04	   6.3000001203492329e+07	   1.0000000000000000e+00	
   6.0426870638990003e+04	   6.3000001203503907e+07	   1.0000000000000000e+00	
   6.0426870652450001e+04	   6.3000001203497417e+07	   1.0000000000000000e+00	
   6.0426870665909999e+04	   6.3000001203496955e+07	   1.0000000000000000e+00	
   6.0426870679369997e+04	   6.3000001203512028e+07	   1.0000000000000000e+00	
   6.0426870692830002e+04	   6.3000001203505464e+07	   1.0000000000000000e+00	
   6.0426870706289999e+04	   6.3000001203482047e+07	   1.0000000000000000e+00	
   6.0426870719740000e+04	   6.3000001203466542e+07	   1.0000000000000000e+00	
   6.0426870733210002e+04	   6.3000001203467354e+07	   1.0000000000000000e+00	
   6.0426870746670000e+04	   6.3000001203470863e+07	   1.0000000000000000e+00	
   6.0426870760129998e+04	   6.3000001203470983e+07	   1.0000000000000000e+00	
   6.0426870773590002e+04	   6.3000001203497872e+07	   1.0000000000000000e+00	
   6.0426870787050000e+04	   6.3000001203555033e+07	   1.0000000000000000e+00	
   6.0426870800500001e+04	   6.3000001203595534e+07	   1.0000000000000000e+00	
   6.0426870813959998e+04	   6.3000001203617431e+07	   1.0000000000000000e+00	
   6.0426870827420003e+04	   6.3000001203634284e+07	   1.0000000000000000e+00	
   6.0426870840880001e+04	   6.3000001203645937e+07	   1.0000000000000000e+00	
   6.0426870854350003e+04	   6.3000001203636996e+07	   1.0000000000000000e+00	
   6.0426870867810001e+04	   6.3000001203615032e+07	   1.0000000000000000e+00	
   6.0426870881269999e+04	   6.3000001203591429e+07	   1.0000000000000000e+00	
   6.0426870894729997e+04	   6.3000001203562990e+07	   1.0000000000000000e+00	
   6.0426870908190002e+04	   6.3000001203544118e+07	   1.0000000000000000e+00	
   6.0426870921640002e+04	   6.3000001203523755e+07	   1.0000000000000000e+00	
   6.0426870935090003e+04	   6.3000001203526825e+07	   1.0000000000000000e+00	
   6.0426870948559997e+04	   6.3000001203558654e+07	   1.0000000000000000e+00	
   6.0426870962020002e+04	   6.3000001203587815e+07	   1.0000000000000000e+00	
   6.0426870975470003e+04	   6.3000001203613900e+07	   1.0000000000000000e+00	
   6.0426870988930001e+04	   6.3000001203644931e+07	   1.0000000000000000e+00	
   6.0426871002389998e+04	   6.3000001203664243e+07	   1.0000000000000000e+00	
   6.0426871015869998e+04	   6.3000001203669451e+07	   1.0000000000000000e+00	
   6.0426871029330003e+04	   6.3000001203668170e+07	   1.0000000000000000e+00	
   6.0426871042780003e+04	   6.3000001203636669e+07	   1.0000000000000000e+00	
   6.0426871056240001e+04	   6.3000001203574263e+07	   1.0000000000000000e+00	
   6.0426871069710003e+04	   6.3000001203519791e+07	   1.0000000000000000e+00	
   6.0426871083170001e+04	   6.3000001203473791e+07	   1.0000000000000000e+00	
   6.0426871096620001e+04	   6.3000001203458086e+07	   1.0000000000000000e+00	
   6.0426871110070002e+04	   6.3000001203478858e+07	   1.0000000000000000e+00	
   6.0426871123530000e+04	   6.3000001203512140e+07	   1.0000000000000000e+00	
   6.0426871136989997e+04	   6.3000001203519844e+07	   1.0000000000000000e+00	
   6.0426871150439998e+04	   6.3000001203593403e+07	   1.0000000000000000e+00	
   6.0426871163919997e+04	   6.3000001203679301e+07	   1.0000000000000000e+00	
   6.0426871177380002e+04	   6.3000001203736171e+07	   1.0000000000000000e+00	
   6.0426871190840000e+04	   6.3000001203775257e+07	   1.0000000000000000e+00	
   6.0426871204299998e+04	   6.3000001203792766e+07	   1.0000000000000000e+00	
   6.0426871217749998e+04	   6.3000001203776777e+07	   1.0000000000000000e+00	
   6.0426871231220000e+04	   6.3000001203742146e+07	   1.0000000000000000e+00	
   6.0426871244670001e+04	   6.3000001203700379e+07	   1.0000000000000000e+00	
   6.0426871258140003e+04	   6.3000001203660809e+07	   1.0000000000000000e+00	
   6.0426871271589996e+04	   6.3000001203617461e+07	   1.0000000000000000e+00	
   6.0426871285050001e+04	   6.3000001203571774e+07	   1.0000000000000000e+00	
   6.0426871298509999e+04	   6.3000001203537710e+07	   1.0000000000000000e+00	
   6.0426871311969997e+04	   6.3000001203548752e+07	   1.0000000000000000e+00	
   6.0426871325430002e+04	   6.3000001203607485e+07	   1.0000000000000000e+00	
   6.0426871338890000e+04	   6.3000001203665189e+07	   1.0000000000000000e+00	
   6.0426871352349997e+04	   6.3000001203716263e+07	   1.0000000000000000e+00	
   6.0426871365810002e+04	   6.3000001203726076e+07	   1.0000000000000000e+00	
   6.0426871379279997e+04	   6.3000001203729190e+07	   1.0000000000000000e+00	
   6.0426871392729998e+04	   6.3000001203729860e+07	   1.0000000000000000e+00	
   6.0426871406179998e+04	   6.3000001203754783e+07	   1.0000000000000000e+00	
   6.0426871419640003e+04	   6.3000001203747004e+07	   1.0000000000000000e+00	
   6.0426871433109998e+04	   6.3000001203691021e+07	   1.0000000000000000e+00	
   6.0426871446570003e+04	   6.3000001203636713e+07	   1.0000000000000000e+00	
   6.0426871460030001e+04	   6.3000001203619972e+07	   1.0000000000000000e+00	
   6.0426871473480001e+04	   6.3000001203594849e+07	   1.0000000000000000e+00	
   6.0426871486950004e+04	   6.3000001203590289e+07	   1.0000000000000000e+00	
   6.0426871500410001e+04	   6.3000001203570679e+07	   1.0000000000000000e+00	
   6.0426871513880003e+04	   6.3000001203571148e+07	   1.0000000000000000e+00	
   6.0426871527340001e+04	   6.3000001203559235e+07	   1.0000000000000000e+00	
   6.0426871540799999e+04	   6.3000001203567006e+07	   1.0000000000000000e+00	
   6.0426871554259997e+04	   6.3000001203580946e+07	   1.0000000000000000e+00	
   6.0426871567700000e+04	   6.3000001203596272e+07	   1.0000000000000000e+00	
   6.0426871581170002e+04	   6.3000001203610711e+07	   1.0000000000000000e+00	
   6.0426871594630000e+04	   6.3000001203622736e+07	   1.0000000000000000e+00	
   6.0426871608080000e+04	   6.3000001203643396e+07	   1.0000000000000000e+00	
   6.0426871621539998e+04	   6.3000001203655496e+07	   1.0000000000000000e+00	
   6.0426871635230003e+04	   6.3000001203657873e+07	   1.0000000000000000e+00	
   6.0426871648469998e+04	   6.3000001203651078e+07	   1.0000000000000000e+00	
   6.0426871661930003e+04	   6.3000001203659914e+07	   1.0000000000000000e+00	
   6.0426871675390001e+04	   6.3000001203680165e+07	   1.0000000000000000e+00	
   6.0426871688849998e+04	   6.3000001203694068e+07	   1.0000000000000000e+00	
   6.0426871702310003e+04	   6.3000001203696050e+07	   1.0000000000000000e+00	
   6.0426871715759997e+04	   6.3000001203705393e+07	   1.0000000000000000e+00	
   6.0426871729209997e+04	   6.3000001203715570e+07	   1.0000000000000000e+00	
   6.0426871742679999e+04	   6.3000001203695804e+07	   1.0000000000000000e+00	
   6.0426871756139997e+04	   6.3000001203639388e+07	   1.0000000000000000e+00	
   6.0426871769600002e+04	   6.3000001203592457e+07	   1.0000000000000000e+00	
   6.0426871783050003e+04	   6.3000001203579977e+07	   1.0000000000000000e+00	
   6.0426871796530002e+04	   6.3000001203560412e+07	   1.0000000000000000e+00	
   6.0426871810080003e+04	   6.3000001203542694e+07	   1.0000000000000000e+00	
   6.0426871823460002e+04	   6.3000001203536622e+07	   1.0000000000000000e+00	
   6.0426871836910002e+04	   6.3000001203550354e+07	   1.0000000000000000e+00	
   6.0426871850370000e+04	   6.3000001203569487e+07	   1.0000000000000000e+00	
   6.0426871863829998e+04	   6.3000001203615226e+07	   1.0000000000000000e+00	
   6.0426871877279998e+04	   6.3000001203644164e+07	   1.0000000000000000e+00	
   6.0426871890729999e+04	   6.3000001203662038e+07	   1.0000000000000000e+00	
   6.0426871904200001e+04	   6.3000001203667462e+07	   1.0000000000000000e+00	
   6.0426871917659999e+04	   6.3000001203659587e+07	   1.0000000000000000e+00	
   6.0426871931119997e+04	   6.3000001203659751e+07	   1.0000000000000000e+00	
   6.0426871944580002e+04	   6.3000001203661010e+07	   1.0000000000000000e+00	
   6.0426871958030002e+04	   6.3000001203657955e+07	   1.0000000000000000e+00	
   6.0426871971499997e+04	   6.3000001203660823e+07	   1.0000000000000000e+00	
   6.0426871984960002e+04	   6.3000001203660719e+07	   1.0000000000000000e+00	
   6.0426871998420000e+04	   6.3000001203651406e+07	   1.0000000000000000e+00	
   6.0426872011879997e+04	   6.3000001203635566e+07	   1.0000000000000000e+00	
   6.0426872025359997e+04	   6.3000001203628384e+07	   1.0000000000000000e+00	
   6.0426872038779999e+04	   6.3000001203624092e+07	   1.0000000000000000e+00	
   6.0426872052309998e+04	   6.3000001203625575e+07	   1.0000000000000000e+00	
   6.0426872065709998e+04	   6.3000001203636952e+07	   1.0000000000000000e+00	
   6.0426872079189998e+04	   6.3000001203654796e+07	   1.0000000000000000e+00	
   6.0426872092630001e+04	   6.3000001203667343e+07	   1.0000000000000000e+00	
   6.0426872106130002e+04	   6.3000001203690015e+07	   1.0000000000000000e+00	
   6.0426872119569998e+04	   6.3000001203686848e+07	   1.0000000000000000e+00	
   6.0426872133030003e+04	   6.3000001203646637e+07	   1.0000000000000000e+00	
   6.0426872146469999e+04	   6.3000001203613974e+07	   1.0000000000000000e+00	
   6.0426872159940001e+04	   6.3000001203609481e+07	   1.0000000000000000e+00	
   6.0426872173410004e+04	   6.3000001203605808e+07	   1.0000000000000000e+00	
   6.0426872186850000e+04	   6.3000001203607097e+07	   1.0000000000000000e+00	
   6.0426872200309997e+04	   6.3000001203590214e+07	   1.0000000000000000e+00	
   6.0426872213770002e+04	   6.3000001203548394e+07	   1.0000000000000000e+00	
   6.0426872227230000e+04	   6.3000001203514159e+07	   1.0000000000000000e+00	
   6.0426872240689998e+04	   6.3000001203509793e+07	   1.0000000000000000e+00	
   6.0426872254150003e+04	   6.3000001203491844e+07	   1.0000000000000000e+00	
   6.0426872267619998e+04	   6.3000001203460649e+07	   1.0000000000000000e+00	
   6.0426872281080003e+04	   6.3000001203469835e+07	   1.0000000000000000e+00	
   6.0426872294540000e+04	   6.3000001203518994e+07	   1.0000000000000000e+00	
   6.0426872307999998e+04	   6.3000001203574061e+07	   1.0000000000000000e+00	
   6.0426872321460003e+04	   6.3000001203612097e+07	   1.0000000000000000e+00	
